speaker,pos
Paul,BlankIt/IN a/DT appears/VBZ another/DT interesting/JJ case/NN goes/VBZ to/TO court/NN today/NN where/WRB a/DT wheel/NN chair/NN user/NN is/VBZ seeking/VBG compensation/NN from/IN London/NNP Stanstead/NNP Airport/NNP and/CC Ryan/NNP Air/NNP for/IN charging/VBG for/IN the/DT use/NN of/IN a/DT wheelchair/NN and/CC lift/NN to/TO get/VB onto/IN the/DT plane/NN ./.
Paul,"I/PRP realise/VBP it/PRP is/VBZ the/DT Airlines/NNPS that/WDT take/VBP the/DT flak/NN for/IN this/DT ,/, but/CC I/PRP believe/VBP it/PRP is/VBZ the/DT Airport/NNP authority/NN that/WDT makes/VBZ the/DT"
Paul,"I/PRP think/VBP he/PRP has/VBZ an/DT open/JJ and/CC shut/JJ case/NN ,/, but/CC the/DT outcome/NN will/MD be/VB interesting/JJ ,/, and/CC I/PRP believe/VBP the/DT airline/NN and/CC airport/NN are/VBP only/RB contesting/VBG the/DT case/NN as/IN this/DT sets/VBZ a/DT precedent/NN to/TO supply/VB a/DT reasonable/JJ service/NN for/IN all/DT disabled/JJ travellers/NNS ,/, world/NN wide/JJ ./."
Paul,Shame/NN on/IN them/PRP
jon@hackcraft.net,
jon@hackcraft.net,"When/WRB I/PRP worked/VBD for/IN a/DT tourism/NN dot-com/JJ some/DT years/NNS ago/IN we/PRP were/VBD not/RB shy/JJ about/IN suggesting/VBG that/IN customers/NNS sue/VBP over/IN this/DT (it/NN was/VBD not/RB our/PRP$ company/NN policy/NN to/TO do/VB so/RB ,/, but/CC individually/RB we/PRP were/VBD outraged/VBN and/CC did/VBD not/RB hide/VB"
jon@hackcraft.net,
jon@hackcraft.net,"IIRC/NNP the/DT airlines/NNS are/VBP customers/NNS of/IN the/DT airport/NN ,/, not/RB the/DT passengers/NNS ./."
jon@hackcraft.net,"They/PRP charge/VBP the/DT airlines/NNS for/IN the/DT use/NN of/IN the/DT wheelchair/NN lifts/NNS ,/, I/PRP do/VBP not/RB think/VB any/DT other/JJ airline/NN passes/VBZ the/DT charge/NN on/IN the/DT customer/NN ,/, whereas/WP Ryan/NNP Air/NNP pass/NN onto/IN the/DT customer/NN ./."
jon@hackcraft.net,
jon@hackcraft.net,Jon/NNP Hanna/NNP |/NNP Toys/NNP and/CC books/NNS
jon@hackcraft.net,
jon@hackcraft.net,|/NN
Charles,Interesting/VBG case/NN ./.
Charles,What/WP is/VBZ the/DT relevance/NN to/TO Web/NNP Accessibility/NNP ?/.
Charles,Cheers/NNS
Charles,Chaals/NNS
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,Charles/NNP McCathieNevile/NNP Fundaci?n/NNP Sidar/NNP
Charles,
Paul,
Paul,Monarch/NNP also/RB charge/VBP I/PRP believe/VBP ./.
Scarlett,"Please/NNP ,/, this/DT has/VBZ nothing/NN to/TO do/VB with/IN web/JJ accessibility/NN ./."
Scarlett,Take/VB it/PRP up/RP
Scarlett,J/NNP ./.
Scarlett,
Scarlett,
Scarlett,The/DT information/NN in/IN this/DT email/NN is/VBZ confidential/JJ ./.
Scarlett,The/DT contents/NNS may/MD not/RB be/VB disclosed/VBN or/CC used/VBN by/IN anyone/NN other/JJ than/IN the/DT addressee/NN ./.
Scarlett,"If/IN you/PRP are/VBP not/RB the/DT addressee/NN ,/, please/VB tell/VB us/PRP by/IN using/VBG the/DT reply/NN facility/NN in/IN your/PRP$ email/NN software/NN as/RB soon/RB as/IN possible/JJ ./."
Scarlett,Sheffield/NNP City/NNP Council/NNP cannot/VBP accept/VB any/DT responsibility/NN for/IN the/DT accuracy/NN or/CC completeness/NN of/IN this/DT message/NN as/IN it/PRP has/VBZ been/VBN transmitted/VBN over/IN a/DT public/JJ network/NN ./.
Scarlett,If/IN you/PRP suspect/VBP that/IN the/DT message/NN may/MD have/VB been/VBN intercepted/VBN or/CC amended/VBN please/NN tell/VB us/PRP as/RB soon/RB as/IN possible/JJ ./.
jon@hackcraft.net,
jon@hackcraft.net,
jon@hackcraft.net,"you/PRP are/VBP right/JJ ,/, has/VBZ got/VBD me/PRP again/RB ./."
jon@hackcraft.net,Sorry/NNP ./.
Paul,"none/NN really/RB ,/, but/CC Freud/NNP would/MD forgive/VB the/DT association/NN of/IN thought/NN from/IN Cynthia's/NNP posting/VBG ./."
Paul,can/MD you/PRP ?/.
Paul,
Paul,earnest/JJS smiles/NNS
Paul,Paul/NNP
Charles,Naturally/RB you/PRP are/VBP forgiven/JJ
Charles,Actually/RB I/PRP think/VBP there/EX are/VBP some/DT potentially/RB interesting/JJ legal/JJ ramifications/NNS
Charles,"-/: if/IN passing/VBG the/DT cost/NN of/IN accessibility/NN to/TO the/DT customer/NN is/VBZ found/VBN to/TO be/VB legal/JJ then/RB it/PRP suggests/VBZ a/DT particular/JJ way/NN to/TO pay/VB for/IN what/WP appeared/VBD to/TO be/VB already/RB legally/RB necessary/JJ accessibility/NN improvements/NNS ,/, at/IN least/JJS in/IN Australia/NNP and/CC the/DT UK/NNP ./."
Charles,"But/CC without/IN providing/VBG some/DT relevance/NN to/TO the/DT topic/NN of/IN this/DT list/NN ,/, which/WDT is/VBZ web/JJ accessibility/NN ,/, I/PRP would/MD prefer/VB not/RB to/TO have/VB more/JJR mail/NN than/IN I/PRP already/RB get/VB ./."
Charles,Fora/NNP for/IN general/JJ discussion/NN of/IN accessibility/NN law/NN are/VBP
Charles,cheers/NNS
Charles,Chaals/NNS
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,Charles/NNP McCathieNevile/NNP Fundaci?n/NNP Sidar/NNP
Charles,
Access,
Access,
Access,
Access,in/IN the/DT USA/NNP it/PRP is/VBZ expressly/RB forbidden/JJ to/TO pass/VB the/DT cost/NN to/TO the/DT consumer/NN ./.
Access,Bob/NN
Access,"""They/NNS that/WDT can/MD give/VB up/RP essential/JJ liberty/NN to/TO obtain/VB a/DT little/JJ temporary/JJ"
Access,safety/NN deserve/NN Neither/NNP liberty/NN nor/CC Benjamin/NNP Franklin/NNP
