speaker,pos
Dan,"I/PRP have/VBP got/VBN an/DT opportunity/NN to/TO do/VB some/DT fun/VB family/NN stuff/NN this/DT Friday/NNP ,/, so/IN I/PRP would/MD like/VB to/TO know/VB whether/IN it/PRP conflicts/VBZ with/IN an/DT RDF/NNP Core/NNP telcon/NN ./."
Dan,"I/PRP have/VBP not/RB seen/VBN notice/NN ,/, and/CC we/PRP are/VBP less/JJR than/IN 7/CD days/NNS away/RB ,/, so/IN I/PRP presume/VBP there/EX is/VBZ no/DT WG/NNP telcon/NN this/DT week/NN ./."
Dan,Sorry/NNP if/IN I/PRP missed/VBD an/DT announcement/NN to/TO that/DT effect/NN ./.
Dan,"If/IN the/DT WG/NNP meets/NNS ,/, I/PRP suppose/VBP it/PRP will/MD be/VB somewhat/RB unofficially/RB ./."
Dan,"In/IN that/DT case/NN ,/, I/PRP offer/VBP regrets/NNS ./."
Dan,
Dan,"Dan/NNP Connolly/NNP ,/, W3C/NNP"
Brian,"Hmm/NNP ,/,"
Brian,I/PRP was/VBD just/RB wondering/VBG that/DT myself/PRP ./.
Brian,I/PRP see/VBP the/DT following/VBG possible/JJ agenda/JJ items/NNS for/IN a/DT telecon:/NN
Brian,a)/NN wording/VBG changes/NNS to/TO the/DT semantics/NNS doc/VBP
Brian,b)/NN advice/NN to/TO the/DT CG/NNP about/IN what/WP to/TO do/VB about/RB postponed/VBN issues/NNS
Brian,"Dan/NNP ,/, would/MD you/PRP like/IN the/DT WG/NNP to/TO meet/VB to/TO the/DT proposed/VBN wording/NN changes/NNS ?/."
Brian,Will/MD the/DT 16th/CD be/VB soon/RB enough/RB ?/.
Brian,"Eric/NNP ,/, is/VBZ the/DT CG/NNP seeking/VBG input/NN from/IN the/DT WG/NNP about/IN"
Brian,"WG/NNP ,/, do/VBP folks/NNS want/VB to/TO meet/VB to/TO discuss/VB b)/NN or/CC anything/NN else/RB ?/."
Brian,"I/PRP will/MD send/VB a/DT formal/JJ notification/NN of/IN a/DT telecon/NN for/IN 16th/CD Jan/NNP ,/, but/CC will/MD cancel/VB if/IN its/PRP$ not/RB needed/VBN ./."
Brian,"Dan/NNP ,/, I/PRP hope/VBP you/PRP have/VBP fun/VBN on/IN Friday/NNP ./."
Brian,Brian/NN
Brian,
Brian,
Brian,
Brian,
Brian,
Brian,
Brian,"Dan/NNP Connolly/NNP ,/, W3C/NNP"
Eric,
Eric,
Eric,
Eric,
Eric,
Eric,
Eric,
Eric,
Eric,Yes/UH ./.
Eric,This/DT issue/NN was/VBD on/IN last/JJ Monday's/NNP SW-CG/NNP agenda/NN but/CC time/NN ran/VBD out/RP before/IN we/PRP were/VBD able/JJ to/TO discuss/VB this/DT ./.
