speaker,pos
Scott,"Hi/NNP ,/,"
Scott,"So/RB far/RB ,/, about/IN 24/CD screen/JJ reader/NN users/NNS have/VBP sent/VBN in/IN votes/NNS ./."
Scott,One/CD person/NN did/VBD not/RB like/IN the/DT screen/NN reader/NN version/NN because/IN of/IN the/DT long/JJ links/NNS ./.
Scott,What/WP he/PRP did/VBD not/RB realize/VB was/VBD that/IN the/DT links/NNS were/VBD the/DT same/JJ for/IN both/DT versions/NNS ./.
Scott,He/PRP just/RB had/VBD not/RB run/VBN into/IN them/PRP in/IN the/DT standard/JJ version/NN before/IN trying/VBG the/DT version/NN for/IN screen/JJ reader/NN users/NNS ./.
Scott,Two/CD other/JJ users/NNS forgot/VBD to/TO make/VB a/DT choice/NN ./.
Scott,The/DT remaining/VBG 21/CD users/NNS preferred/VBD the/DT version/NN formatted/VBD for/IN screen/NN readers/NNS over/IN the/DT standard/JJ version/NN ./.
Scott,A/DT couple/NN of/IN people/NNS commented/VBN that/IN they/PRP would/MD want/VB some/DT more/RBR text/JJ on/IN the/DT screen/NN reader/NN version/NN ./.
Scott,Scott/NN
Michael,"All/DT ,/,"
Michael,has/VBZ anyone/NN heard/NN of/IN
Michael,I/PRP looked/VBD at/IN their/PRP$ site/NN is/VBZ it/PRP accessible/JJ ?/.
Michael,I/PRP don/VBP t/RB know/VBP much/RB about/IN cold/JJ fusion/NN sites/NNS so/IN I/PRP can/MD t/VB tell/NN ./.
Michael,"Sincerely/RB ,/,"
Michael,Mike/NNP Burks/NNP
Patrick,"All/DT I/PRP get/VBP are/VBP the/DT and/CC links/NNS ,/, which/WDT lead/VBP to/TO forms/NNS to/TO fill/VB in/IN the/DT needed/JJ information/NN ./."
Patrick,(These/JJ work/NN as/IN they/PRP
Patrick,No/DT word/NN on/IN what/WP the/DT site/NN will/MD actually/RB do/VB ./.
Patrick,Sounds/NNS like/IN a/DT lot/NN of/IN E-hype/NNP to/TO me/PRP ./.
Patrick,Patrick/NNP
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,University/NNP of/IN California/NNP
Patrick,Los/NNP Angeles/NNP
Patrick,The/DT Disabilities/NNPS Computing/NNP Program/NNP
Patrick,at/IN the/DT UCLA/NNP Office/NNP of/IN Academic/NNP Computing/NNP
Patrick,Analyzing/VBG Usability/NN
Patrick,Since/IN 1994/CD
Michael,My/PRP$ quesiton/NN is/VBZ how/WRB would/MD a/DT screen/JJ reader/NN handle/NN that/IN
Michael,look/NN at/IN the/DT source/NN ./.
Michael,"SIncerely/RB ,/,"
Michael,Mike/NN B/NNP
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Michael,
Patrick,I/PRP do/VBP not/RB get/VB any/DT unusual/JJ code/NN (other/RBR than/IN the/DT CFM/NNP declaration/NN at/IN the/DT
Patrick,"Otherwise/RB it/PRP looks/VBZ pretty/JJ normal/JJ ,/, reads/VBZ just/RB fine/JJ with/IN"
Patrick,A/DT few/JJ small/JJ problems/NNS such/JJ as/IN ALT/NNP text/NN but/CC nothing/NN really/RB unusual/JJ ./.
Patrick,Unless/IN there/EX is/VBZ some/DT CFM-generated/JJ applet/JJ thing/NN happening/VBG that/IN I/PRP am/VBP missing/VBG completely/RB ./.
Patrick,Patrick/NNP
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,
Patrick,Patrick/NNP J/NNP ./. Burke/NNP
Patrick,
Patrick,
Patrick,University/NNP of/IN California/NNP
Patrick,Los/NNP Angeles/NNP
Patrick,The/DT Disabilities/NNPS Computing/NNP Program/NNP
Patrick,at/IN the/DT UCLA/NNP Office/NNP of/IN Academic/NNP Computing/NNP
Patrick,Analyzing/VBG Usability/NN
Patrick,Since/IN 1994/CD
