speaker,pos
Jesper,Hi/NN
Jesper,"I/PRP am/VBP just/RB wondering/VBG if/IN many/JJ users/NNS ,/, disabilities/NNS or/CC not/RB ,/, find/VB white/JJ text/NN on/IN black/JJ background/NN much/RB easier/JJR to/TO read/VB than/IN black/JJ on/IN white/JJ ./."
Jesper,If/IN it/PRP is/VBZ the/DT case/NN I/PRP will/MD include/VB both/DT in/IN the/DT style/NN switcher/NN I/PRP am/VBP making/VBG ./.
Jesper,"Best/JJS regards/NNS ,/,"
Jesper,Jesper/NN
John,"Jesper/NNP ,/,"
John,"It/PRP is/VBZ my/PRP$ experience/NN that/IN many/JJ visually/RB impaired/JJ users/NNS who/WP still/RB retain/VBP some/DT eyesight/NN prefer/VBP light/JJ text/NN on/IN dark/JJ backgrounds/NNS ,/, especially/RB when/WRB on/IN a/DT monitor/NN screen/NN ./."
John,"This/DT is/VBZ due/JJ in/IN part/NN to/TO the/DT fact/NN that/IN the/DT from/IN a/DT white/JJ monitor/NN screen/NN is/VBZ hard/JJ on/IN the/DT eyes/NNS ,/, and/CC can/MD often/RB wash/VB out/RP thin/JJ black/JJ lines/NNS (like/IN"
John,"I/PRP personally/RB know/VBP of/IN at/IN least/JJS 2/CD partially/RB sighted/VBN users/NNS who/WP have/VBP set/VBN up/RP their/PRP$ machines/NNS with/IN dark/JJ backgrounds/NNS and/CC light/JJ text/NN ,/, even/RB to/TO the/DT point/NN of/IN one/CD setting/VBG their/PRP$ web/NNS browser/VBP to/TO over-ride/JJ developers/NNS colours/NNS ./."
John,JF/NN
John,
John,
John,
John,
John,
Access,
Access,"only/JJ way/NN I/PRP will/MD read/VB the/DT internet/NN ,/, PINE/NNP ,/, LYNX/NNP default/NN to/TO white/JJ on/IN black/JJ"
Access,Bob/NN
Access,that/WDT can/MD give/VB up/RP essential/JJ liberty/NN to/TO obtain/VB a/DT little/JJ temporary/JJ safety/NN deserve/NN Neither/NNP liberty/NN nor/CC Benjamin/NNP Franklin/NNP
Access,-/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/: -/:
Access,ASCII/NNP Ribbon/NNP Campaign/NNP accessBob/NN
Access,NO/DT in/IN e-mail/NN
Access,"NO/DT MSWord/NNP docs/NN in/IN e-mail/JJ Access/NNP Systems/NNPS ,/, engineers/NNS"
Access,NO/DT attachments/NNS in/IN *LINUX/NNP powered*/NN access/NN is/VBZ a/DT civil/JJ right/NN
Access,
Access,THIS/NNP message/NN and/CC any/DT attachments/NNS are/VBP CONFIDENTIAL/NNP and/CC may/MD be/VB privileged/VBN ./.
Access,They/PRP are/VBP intended/VBN ONLY/NNP for/IN the/DT individual/NN or/CC entity/NN named/VBN
Sandra,
Sandra,
Sandra,
Sandra,
Sandra,
Sandra,"I/PRP am/VBP aware/JJ that/IN some/DT people/NNS also/RB swop/VBP between/IN different/JJ settings/NNS ,/, ie/IN they/PRP may/MD choose/VB to/TO work/VB with/IN black/JJ text/NN on/IN a/DT white/JJ background/NN in/IN the/DT morning/NN ,/, then/RB as/IN their/PRP$ eyes/NNS tire/IN they/PRP might/MD change/VB their/PRP$ preferences/NNS to/TO white/JJ text/NN on/IN a/DT black/JJ background/NN ./."
Sandra,"Also/RB ,/, when/WRB implementing/VBG the/DT style/NN switcher/NN it/PRP is/VBZ important/JJ not/RB to/TO prevent/VB people/NNS from/IN using/VBG their/PRP$ own/JJ style/NN sheet/NN or/CC browser/NN preferences/NNS ./."
Sandra,I/PRP have/VBP seen/VBN some/DT switchers/NNS that/WDT do/VBP this/DT and/CC if/IN the/DT choices/NNS offered/VBN do/VBP not/RB suit/VB someone's/NN needs/NNS it/PRP can/MD be/VB quite/RB limiting/VBG ./.
Sandra,"Cheers/NNS ,/,"
Sandra,Sandra/NNP ./.
Sandra,
Sandra,e-bility/NN Pty/NNP Ltd/NNP -/: Inclusive/NN IT/NN
Sandra,tel:/NN 9810/CD 2216/CD
Sandra,email:/NN
Sandra,e-bility/NN web:/NN
Sandra,Inclusive/JJ IT:/NNP
Matthew,Hi/NNP Jesper/NNP
Matthew,
Matthew,
Matthew,Will/MD you/PRP be/VB including/VBG any/DT other/JJ colour/NN schemes/NNS ?/.
Matthew,Black/NNP on/IN gold/NN and/CC black/JJ on/IN certain/JJ shades/NNS of/IN blue/NN can/MD improve/VB readability/NN for/IN some/DT
Matthew,Cheers/NNS
Matthew,M/NN
Matthew,"*If/NN anyone/NN has/VBZ done/VBN any/DT study/NN on/IN this/DT ,/, specifically/RB with/IN the/DT RGB/NNP triplets/NNS used/VBN in/IN CSS/NNP ,/, would/MD they/PRP like/VB to/TO share/NN ?/."
Matthew,
Matthew,Matthew/NNP Smith/NNP
Matthew,"IT/NNP Consultant/NNP -/: KBC/NNP ,/, South/NNP Australia/NNP"
Matthew,KBC/NNP Web/NNP Site/NNP
Matthew,PGP/NNP Public/NNP Key/NNP
David,
