speaker,pos
Joe,I/PRP need/VBP to/TO help/VB assemble/JJ and/CC populate/VB a/DT small/JJ computer/NN lab/NN to/TO examine/VB web/JJ usability/NN issues/NNS ./.
Joe,This/DT is/VBZ a/DT very/RB large/JJ ballpark/NN and/CC I/PRP need/VBP to/TO narrow/VB the/DT options/NNS we/PRP are/VBP going/VBG to/TO explore/VB ./.
Joe,I/PRP am/VBP seeking/VBG your/PRP$ opinion/NN about/IN what/WP tools/IN we/PRP should/MD test/VB with/IN ./.
Joe,We/PRP have/VBP to/TO start/VB someplace/NN and/CC picking/VBG a/DT specific/JJ set/NN of/IN tools/NNS seems/VBZ to/TO be/VB a/DT reasonable/JJ place/NN ./.
Joe,I/PRP gather/VBP that/IN there/EX is/VBZ no/DT such/JJ thing/NN as/IN a/DT perfect/JJ list/NN but/CC I/PRP need/VBP to/TO put/VB one/CD together/JJR anyway/NN ./.
Joe,I/PRP would/MD like/VB to/TO hear/VB about/IN your/PRP$ opinions/NNS and/CC preferences/NNS about/IN tools/NNS if/IN you/PRP care/VBP to/TO share/NN them/PRP ./.
Joe,I/PRP suspect/VBP a/DT public/JJ forum/NN is/VBZ not/RB the/DT best/JJS place/NN to/TO share/NN these/DT sentiments/NNS ./.
Joe,Please/VB respond/NN privately/RB so/IN I/PRP do/VBP not/RB get/VB shot/NN for/IN starting/VBG another/DT browser/NN war/NN ./.
Joe,"Regards/NNS ,/,"
Joe,Joe/NNP Night/NNP
Jamie,I/PRP would/MD use/VB Netscape/NNP 3.x/CD and/CC a/DT version/NN of/IN MS/NNP Internet/NNP Explorer/NNP (as/NNP you/PRP cannot/VBP have/VB two/CD versions/NNS on/IN the/DT same/JJ machine/NN to/TO my/PRP$ a/DT text/NN browser/NN such/JJ as/IN PwWebSpeak/NNP for/IN the/DT voice/NN browser/NN and/CC maybe/RB Opera/NNP if/IN you/PRP have/VBP extra/JJ time/NN and/CC money/NN ./.
Jamie,Also/RB to/TO be/VB considered/VBN is/VBZ the/DT use/NN of/IN a/DT general/JJ screen/NN reader/NN such/JJ as/IN Jaws/NNP For/IN Windows/NNP ./.
Jamie,Use/NNP of/IN tools/NNS such/JJ as/IN bobby/NN and/CC HTML/NNP validators/NNS is/VBZ also/RB essential/JJ ./.
Jamie,It/PRP might/MD be/VB sensible/JJ to/TO have/VB disabled/VBN users/NNS actually/RB do/VBP the/DT testing/NN ./.
Jamie,See/VB also:/NN
Jamie,
Jamie,(not/NN yet/RB
Jamie,refined)/NN
Jamie,-Jamie/NN Fox/NNP
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Jamie,
Charles,"I/PRP am/VBP replying/VBG publicly/RB because/IN this/DT is/VBZ an/DT important/JJ issue/NN which/WDT is/VBZ facing/VBG a/DT lot/NN of/IN people/NNS ,/, not/RB just/RB you/PRP ./."
Charles,(You/NNS are/VBP just/RB the/DT 1%/CD prepared/VBD to/TO put/VB their/PRP$ hand/NN up/RB and/CC
Charles,I/PRP would/MD skip/VB since/IN designers/NNS worth/IN 2c/CD can/MD tell/VB you/PRP already/RB how/WRB things/NNS work/VBP there/RB by/IN reading/VBG the/DT code/NN ./.
Charles,"The/DT first/JJ thing/NN I/PRP would/MD do/VB is/VBZ validate/VB the/DT HTML/NNP and/CC check/VB with/IN Bobby/NNP ,/, but/CC read/VBD the/DT results/NNS and/CC think/VBP about/IN it/PRP rather/RB than/IN simply/RB believing/VBG what/WP you/PRP are/VBP told/VBN ./."
Charles,"For/IN browsers/NNS I/PRP would/MD look/VB at/IN Lynx/NNP ,/, a/DT screen/NN reader/NN (eg/NNP winvision/NN ,/, or/CC jaws)/NN and/CC a/DT proper/JJ audio/NN browser/NN like/IN pwWebSpeak/NN ./."
Charles,"If/IN you/PRP can/MD ,/, use/VB WebTV/NNP and/CC a/DT Macintosh/NNP version/NN of/IN things/NNS"
Charles,-/: this/DT will/MD generally/RB show/VB up/RP the/DT problems/NNS much/JJ faster/JJR ./.
Charles,The/DT key/NN is/VBZ to/TO learn/VB where/WRB the/DT problems/NNS arise/VBP so/RB you/PRP can/MD cut/VB back/RP the/DT cycle/NN ./.
Charles,It/PRP is/VBZ a/DT great/JJ efficiency/NN if/IN you/PRP can/MD solve/VB the/DT problems/NNS by/IN design/NN rather/RB than/IN by/IN repair/NN ./.
Charles,Charles/NNP McCathieNevile/NNP
Charles,
Charles,This/DT is/VBZ a/DT very/RB large/JJ ballpark/NN and/CC I/PRP need/VBP to/TO narrow/VB the/DT options/NNS we/PRP are/VBP going/VBG to/TO explore/VB ./.
Robert,"Ok/NNP ,/, who/WP has/VBZ some/DT good/JJ reference/NN URLs/NNP for/IN WebTV/NNP ?/."
Robert,"FYI/NNP ,/, ""EEI/NNP Communications""/NNP was/VBD off-line/JJ this/DT morning/NN and/CC is/VBZ now/RB operational/JJ ./."
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Kynn,
Kynn,
Kynn,"By/IN the/DT way/NN ,/, if/IN you/PRP were/VBD not/RB aware/JJ ,/, there/EX is/VBZ an/DT emulator/NN for/IN WebTV/NNP that/WDT runs/VBZ on/IN Windows/NNS and/CC Macintosh/NNP that/IN you/PRP can/MD download/VB from/IN"
Kynn,"I/PRP recommend/VBP it/PRP to/TO my/PRP$ accessibility/NN class/NN students/NNS ,/, since/IN the/DT more/JJR browsers/NNS you/PRP expose/VBP someone/NN to/TO ,/, the/DT quicker/NN they/PRP realize/VBP that/IN the/DT web/NN is/VBZ designed/VBN to/TO support/VB ANY/NNP valid/JJ user/NN agent/NN ,/, not/RB just/RB ""the/VB big/JJ"
Kynn,
