speaker,pos
Laura,I/PRP do/VBP not/RB know/VB of/IN any/DT screen-readers/NNS or/CC speaking/VBG browsers/NNS that/WDT support/VBP aural/JJ style/NN sheets/NNS ./.
Laura,Does/VBZ anyone/NN ?/.
Laura,"Thanks/NNS ,/,"
Laura,Laura/NN
Laura,_________________________________________________________________/NN
Laura,Laura/NNP L/NNP ./. Carlson/NNP
Laura,Information/NNP Technology/NNP Systems/NNPS and/CC Services/NNPS
Laura,University/NNP of/IN Minnesota/NNP Duluth/NNP
Laura,"Duluth/NNP ,/, MN/NNP 55812-3009/CD"
Laura,
Charles,Emacspeak/NNP ./.
Charles,I/PRP also/RB know/VBP of/IN a/DT project/NN that/WDT may/MD soon/RB produce/VB another/DT one/CD ./.
Charles,Chaals/NNS
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,Charles/NNP McCathieNevile/NNP phone:/NN +61/VBD 409/CD 134/CD 136/CD
Charles,W3C/NNP Web/NNP Accessibility/NNP Initiative/NNP fax:/NN +33/VBD 4/CD 92/CD 38/CD 78/CD 22/CD
Charles,"Location:/NNP 21/CD Mitchell/NNP street/NN FOOTSCRAY/NNP Vic/NNP 3011/CD ,/, Australia/NNP"
Charles,"(or/JJ W3C/NNP INRIA/NNP ,/, Route/NNP des/VBZ Lucioles/NNP ,/, BP/NNP 93/CD ,/, 06902/CD Sophia/NNP Antipolis/NNP Cedex/NNP ,/, France)/NNP"
Danny,
Danny,Will/MD this/DT run/VB on/IN Windows/NNP (using/VBG
Danny,Danny/NNP ./.
David,pwwebspeak/NN used/VBN to/TO use/VB them/PRP ./.
David,
David,
David,
Charles,"Well/RB ,/, there/EX is/VBZ apparently/RB a/DT project/NN to/TO make/VB it/PRP run/VB under/IN Windows/NNP in/IN Japanese/JJ as/RB well/RB as/IN english/JJ ,/, but/CC my/PRP$ japanese/JJ is/VBZ not/RB good/JJ enough/RB to/TO read/VB the/DT explanation/NN pages/NNS ./."
Charles,Anyone/NN out/IN there/RB who/WP can/MD help/VB ?/.
Charles,
Charles,
Charles,
Charles,
Charles,Charles/NNP McCathieNevile/NNP phone:/NN +61/VBD 409/CD 134/CD 136/CD
Charles,W3C/NNP Web/NNP Accessibility/NNP Initiative/NNP fax:/NN +33/VBD 4/CD 92/CD 38/CD 78/CD 22/CD
Charles,"Location:/NNP 21/CD Mitchell/NNP street/NN FOOTSCRAY/NNP Vic/NNP 3011/CD ,/, Australia/NNP"
Charles,"(or/JJ W3C/NNP INRIA/NNP ,/, Route/NNP des/VBZ Lucioles/NNP ,/, BP/NNP 93/CD ,/, 06902/CD Sophia/NNP Antipolis/NNP Cedex/NNP ,/, France)/NNP"
Masayasu,
Masayasu,How/WRB about/IN this:/NN
Masayasu,VOICE/NNP WINDOWS/NNP AND/NNP VOICE/NNP MEADOW/NNP ;/:
Masayasu,MULTILINGUAL/NNP SYSTEM/NNP FOR/NNP 98/CD
Masayasu,
Masayasu,Note:/NNP stands/VBZ for/IN Enhancement/NNP to/TO gnu/VB Emacs/NNP with/IN ADvantages/NNP Over/NNP
Masayasu,"Regards/NNS ,/,"
Masayasu,
Masayasu,Masayasu/NNP Ishikawa/NNP
Masayasu,W3C/NNP -/: World/NNP Wide/NNP Web/NNP Consortium/NNP
Access,
Access,"what/WP is/VBZ the/DT URL/NNP ,/,"
Access,although/IN my/PRP$ Japanese/JJ is/VBZ rusty/JJ I/PRP do/VBP have/VB my/PRP$ Linux/NNP box/NN set/VBD up/RP to/TO read/VB and/CC write/VB the/DT code/NN ./.
Access,Bob/NN
Access,
Access,
Access,
Access,
Access,ASCII/NNP Ribbon/NNP Campaign/NNP accessBob/NN
Access,NO/DT in/IN e-mail/NN
Access,"NO/DT MSWord/NNP docs/NN in/IN e-mail/JJ Access/NNP Systems/NNPS ,/, engineers/NNS"
Access,NO/DT attachments/NNS in/IN *LINUX/NNP powered*/NN access/NN is/VBZ a/DT civil/JJ right/NN
Access,
Access,THIS/NNP message/NN and/CC any/DT attachments/NNS are/VBP CONFIDENTIAL/NNP and/CC may/MD be/VB privileged/VBN ./.
Access,They/PRP are/VBP intended/VBN ONLY/NNP for/IN the/DT individual/NN or/CC entity/NN named/VBN above/IN ./.
Access,"If/IN you/PRP are/VBP not/RB the/DT intended/JJ recipient/NN ,/, Please/NNP notify/VBZ the/DT sender/NN as/RB soon/RB as/IN possible/JJ ./."
Access,"Please/VB DO/NNP NOT/NNP READ/NNP ,/, COPY/NNP ,/, USE/NNP ,/, or/CC DISCLOSE/NNP this/DT communication/NN to/TO others/NNS and/CC DELETE/VB it/PRP from/IN your/PRP$ computer/NN systems/NNS ./."
Access,Thanks/NNS
