speaker,pos
Charles,"Dear/NNP all/DT ,/,"
Charles,a/DT
Charles,"Hoping/VBG that/IN we/PRP will/MD have/VB a/DT last/JJ call/NN review/NN shortly/RB (see/NNP my/PRP$ next/JJ email)/NN we/PRP are/VBP planning/VBG a/DT face/NN to/TO face/VB meeting/NN at/IN which/WDT we/PRP can/MD resolve/VB issues/NNS raised/VBN ,/, and/CC generally/RB tidy/VB the/DT document/NN up/RP (write/NNP up/RB lots/RB more/RBR good/JJ"
Charles,At/IN the/DT moment/NN we/PRP are/VBP talking/VBG to/TO a/DT potential/JJ host/NN in/IN the/DT Boston/NNP area/NN about/IN a/DT meeting/NN on/IN thursday/NN and/CC friday/JJ 7-8/JJ October/NNP ./.
Charles,More/JJR details/NNS as/IN they/PRP come/VBP to/TO hand/NN ./.
Charles,cheers/NNS
Charles,Charles/NNP
Charles,McCathieNevile/NN
Charles,phone:/NN +1/VBD 617/CD 258/CD 0992/CD
Charles,W3C/NNP Web/NNP Accessibility/NNP Initiative/NNP
Charles,"-/: 545/CD Technology/NNP Cambridge/NNP MA/NNP ,/, 02139/CD ,/, USA/NNP"
Charles,"Folks/NNS ,/,"
Charles,"please/VB note/NN that/IN this/DT meeting/NN would/MD be/VB on/IN at/IN the/DT same/JJ time/NN as/IN the/DT ATIA/NNP meeting/NN in/IN Orlando/NNP ,/, Florida/NNP ./."
Charles,If/IN the/DT time/NN is/VBZ impossible/JJ for/IN anyone/NN please/NN let/VB us/PRP know/VB as/RB soon/RB as/IN possible/JJ
Charles,-/: at/IN the/DT moment/NN the/DT next/JJ closest/NN possible/JJ times/NNS are/VBP a/DT week/NN earlier/RBR (which/NNP will/MD cut/VB into/IN the/DT time/NN available/JJ for/IN last/JJ call/JJ review)/NN or/CC ten/VB days/NNS later/RB (which/VBP will/MD possibly/RB push/VB our/PRP$ schedule/NN back/RB
Charles,cheers/NNS
Charles,Charles/NNP
Charles,
Charles,
Charles,
Charles,
Charles,
Ian,
Ian,
Ian,
Ian,
Ian,"Hello/NNP ,/,"
Ian,I/PRP have/VBP other/JJ meetings/NNS tentatively/RB scheduled/VBN for/IN 6/CD and/CC 7/CD October/NNP in/IN Boston/NNP ./.
Ian,I/PRP would/MD probably/RB be/VB able/JJ to/TO attend/VB starting/VBG the/DT 7th/CD ./.
Ian,-/: Ian/NN
Ian,
Ian,
Ian,
Ian,
Ian,
Ian,
Ian,Ian/NNP Jacobs/NNP
Ian,+1/JJ 212/CD 684-1814/JJ
Kynn,
Kynn,
Kynn,I/PRP believe/VBP that/IN I/PRP will/MD be/VB in/IN Rome/NNP on/IN the/DT 6th/CD and/CC 7th/CD ./.
Kynn,
Kynn,Kynn/NNP Bartlett/NNP
Kynn,"President/NNP ,/, HTML/NNP Writers/NNP Guild/NNP"
Kynn,AWARE/NNP Center/NNP Director/NNP
Charles,"Dear/NNP working/VBG group/NN participants/NNS ,/,"
Charles,"as/IN discussed/VBN ,/, the/DT meeting/NN will/MD indeed/RB be/VB held/VBN on/IN thursday/JJ 7/CD and/CC friday/JJ 8/CD October/NNP ./."
Charles,"I/PRP am/VBP pleased/JJ to/TO announce/VB that/DT Allaire/NNP Corp/NNP will/MD be/VB our/PRP$ hosts/NNS ,/, and/CC look/VB forward/RB to/TO a/DT productive/JJ two/CD days/NNS ,/, and/CC some/DT time/NN to/TO say/VB hi/NN ./."
Charles,The/DT
Charles,Meeting/VBG registration/NN is/VBZ open/JJ from/IN now/RB until/IN 1/CD October/NNP ./.
Charles,"register/NN via/IN the/DT meeting/NN page/NN at/IN which/WDT also/RB provides/VBZ details/NNS on/IN location/NN ,/, accommodation/NN ,/, etc/FW ./."
Charles,There/EX are/VBP a/DT limited/JJ number/NN of/IN rooms/NNS available/JJ in/IN the/DT Royal/NNP Sonesta/NNP Hotel/NNP (which/NNP is/VBZ the/DT meeting/NN venue)/NN at/IN a/DT discounted/JJ rate/NN
Charles,-/: in/IN order/NN to/TO qualify/VB for/IN this/DT rate/NN reservations/NNS and/CC meeting/VBG registration/NN must/MD be/VB completed/VBN by/IN September/NNP 10/CD ./.
Charles,"Since/IN October/NNP is/VBZ the/DT peak/NN season/NN for/IN Boston/NNP hotels/NNS ,/, rooms/NNS are/VBP expensive/JJ and/CC hotels/NNS book/NN out/IN early/RB ,/, so/IN you/PRP are/VBP advised/VBN to/TO make/VB your/PRP$ plans/NNS and/CC reservations/NNS as/RB soon/RB as/IN possible/JJ ./."
Charles,If/IN you/PRP have/VBP any/DT questions/NNS or/CC special/JJ requirements/NNS please/VB contact/VB me/PRP as/RB early/RB as/IN possible/JJ ./.
Charles,Cheers/NNS
Charles,Charles/NNP McCN/NNP
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,McCathieNevile/NN
Charles,phone:/NN +1/VBD 617/CD 258/CD 0992/CD
Charles,W3C/NNP Web/NNP Accessibility/NNP Initiative/NNP
Charles,"-/: 545/CD Technology/NNP Cambridge/NNP MA/NNP ,/, 02139/CD ,/, USA/NNP"
Charles,"Most/RBS important/JJ -/: if/IN you/PRP have/VBP not/RB registered/VBN yet/RB ,/, do/VBP not/RB forget/VB ./."
Charles,for/IN the/DT details/NNS ./.
Charles,"Given/VBN that/IN there/EX are/VBP a/DT small/JJ number/NN of/IN us/PRP ,/, I/PRP thought/VBD I/PRP would/MD ask/VB what/WP people/NNS want/VBP to/TO eat/VB for/IN lunch/NN ./."
Charles,The/DT default/NN choices/NNS are/VBP roast/JJ turkey/JJ breast/NN with/IN vegetables/NNS (without/IN turkey/NN if/IN you/PRP are/VBP a/DT and/CC pasta/NN with/IN vegetable/JJ rataouille/NN ./.
Charles,Possible/JJ substitutions:/NN
Charles,baked/VBN Scrod/NN
Charles,chicken/NN caesar/NN salad/NN
Charles,hommus/JJ roll-up/NN sandwich/NN with/IN salad/NN
Charles,salad/NN with/IN crab/NN cakes/NNS
