speaker,pos
Jacob,"The/DT IETF/NNP meetings/NNS tend/VBP to/TO become/VB too/RB large/JJ ,/, creating/VBG logistics/NNS and/CC planning/VBG problems/NNS ./."
Jacob,"I/PRP suggest/VBP that/IN future/JJ meetings/NNS are/VBP held/VBN for/IN two/CD weeks/NNS ,/, with/IN applications/NNS and/CC user/JJ services/NNS issues/NNS the/DT first/JJ week/NN ,/, and/CC all/DT other/JJ issues/NNS the/DT second/JJ week/NN ./."
Jacob,"Those/DT who/WP so/RB wish/JJ could/MD attend/VB both/DT weeks/NNS ,/, and/CC other/JJ people/NNS could/MD attend/VB only/RB one/CD week/NN ./."
Jacob,Those/DT who/WP choose/VBP to/TO attend/VB both/DT weeks/NNS would/MD be/VB able/JJ to/TO cover/VB more/JJR groups/NNS and/CC do/VBP better/JJR liaisons/NNS between/IN the/DT different/JJ areas/NNS ./.
Jacob,"The/DT Friday/NNP of/IN the/DT first/JJ week/NN could/MD discuss/VB applications/NNS issues/NNS which/WDT might/MD be/VB of/IN special/JJ interest/NN to/TO the/DT other/JJ areas/NNS ,/, and/CC the/DT Monday/NNP of/IN the/DT second/JJ week/NN would/MD schedule/VB other/JJ groups/NNS which/WDT might/MD be/VB of/IN special/JJ interest/NN to/TO applications/NNS people/NNS ,/, so/IN some/DT people/NNS could/MD attend/VB Monday-Monday/NNP or/CC"
Jacob,
Jacob,Jacob/NNP Palme/NNP (Stockholm/NNP University/NNP and/CC KTH)/NNP
Jacob,for/IN more/JJR info/JJ see/NN URL:/NNP
Terry,
Terry,"My/PRP$ problem/NN over/IN the/DT past/JJ year/NN or/CC so/RB is/VBZ that/IN there/EX are/VBP only/RB a/DT few/JJ session/NN I/PRP wish/VBP to/TO attend/VB ,/, but/CC I/PRP cannot/VBP know/VB for/IN sure/JJ when/WRB they/PRP will/MD be/VB scheduled/VBN ,/, so/IN I/PRP cannot/VBP make/VB reasonable/JJ travel/NN arrangements/NNS (a/JJ week/NN in/IN Orlando/NNP for/IN 6/CD hours/NNS of/IN meetings/NNS is/VBZ hard/JJ to/TO sell/VB to/TO"
Terry,"Now/RB I/PRP know/VBP there/EX is/VBZ a/DT rationale/NN here/RB ,/, and/CC that/IN one/CD is/VBZ encouraged/VBN to/TO participate/VB broadly/RB ./."
