speaker,pos
Leonard,Welcome/VB to/TO the/DT Web/NNP Accessibility/NNP Initiative/NNP Evaluation/NNP and/CC Repair/NNP Interest/NNP Group/NNP (not/NNP to/TO be/VB confused/VBN with/IN the/DT overall/JJ WAI/NNP Interest/NNP Group/NNP
Leonard,"As/IN you/PRP know/VBP from/IN the/DT charter/NN ,/, we/PRP will/MD be/VB advising/VBG the/DT ER/NNP Working/NNP group/NN on/IN tools/NNS for/IN evaluating/VBG ,/, repairing/VBG ,/, and/CC filtering/VBG web/NN sites/VBZ (some/JJ people/NNS will/MD be/VB members/NNS of/IN both/DT"
Leonard,"In/IN addition/NN to/TO our/PRP$ own/JJ knowledge/NN and/CC experience/NN ,/, we/PRP will/MD rely/VB on/IN input/NN from/IN from/IN novice/NN and/CC expert/NN users/NNS with/IN disabilities/NNS ,/, web/JJ authors/NNS and/CC administrators/NNS ,/, content/NN owners/NNS ,/, and/CC vendors/NNS"
Leonard,of/IN whom/WP will/MD be/VB ourselves/PRP ./.
Leonard,"To/TO start/VB out/RP ,/, would/MD you/PRP each/DT say/VBP a/DT few/JJ words/NNS about/IN yourself/PRP and/CC your/PRP$ involvement/NN in/IN this/DT area/NN ?/."
Leonard,I/PRP attached/VBD my/PRP$ own/JJ description/NN below/IN ./.
Leonard,Len/NN
Leonard,Here's/NNP my/PRP$ own/JJ intro:/NN
Leonard,Hello/NNP ./.
Leonard,I/PRP am/VBP Len/JJ Kasday/NNP ./.
Leonard,"I/PRP had/VBD some/DT opportunity/NN to/TO work/VB on/IN universal/JJ design/NN while/IN I/PRP was/VBD at/IN Bell/NNP Labs/NNP ,/, designing/VBG the/DT workstations/NNS at/IN our/PRP$ Relay/NN centers/NNS to/TO accommodate/VB communications/NNS assistants/NNS who/WP are/VBP sighted/VBN ,/, who/WP use/VBP Braille/NNP ,/, and/CC who/WP use/VBP a/DT large/JJ screen/NN and/CC magnification/NN ./."
Leonard,I/PRP am/VBP now/RB at/IN the/DT Institute/NNP on/IN Disabilities/NNP at/IN Temple/NNP University/NNP in/IN Philadelphia/NNP ./.
Leonard,"Also/RB ,/, I/PRP am/VBP chair/NN of/IN this/DT group/NN ./."
Leonard,(When/NN you/PRP write/VBP about/IN yourself/PRP please/VB feel/VB free/JJ to/TO be/VB a/DT lot/NN longer/RBR or/CC shorter/JJR than/IN I/PRP was/VBD ./.
Leonard,"Also/RB ,/, if/IN your/PRP$ official/JJ job/NN ,/, your/PRP$ job/NN ,/, is/VBZ not/RB disability/NN related/VBN ,/, please/JJ mention/NN it/PRP if/IN you/PRP would/MD like/VB to/TO ./."
