speaker,pos
Kynn,"Question:/NN Does/VBZ a/DT requirement/NN to/TO use/VB graphics/NNS ""when/NNP appropriate""/VBP something/NN that/WDT may/MD not/RB be/VB easily/RB done/VBN by/IN users/NNS with/IN visual/JJ disabilities/NNS mean/VBP that/IN blind/NN people/NNS are/VBP not/RB going/VBG to/TO be/VB web/JJ designers/NNS ?/."
Kynn,Especially/RB if/IN we/PRP are/VBP going/VBG to/TO expect/VB them/PRP to/TO be/VB skilled/VBN in/IN graphical/JJ user/NN interface/NN design/NN and/CC understand/VB how/WRB to/TO use/VB images/NNS to/TO communicate/VB with/IN people/NNS with/IN cognitive/JJ disabilities/NNS ?/.
Kynn,"If/IN we/PRP adopted/VBD a/DT ""use/NN graphics""/NN requirement/NN as/IN a/DT P1/NNP ,/, would/MD a/DT blind/JJ designer/NN be/VB able/JJ to/TO meet/VB that/DT requirement/NN effectively/RB ?/."
Kynn,Just/RB thinking/VBG out/RP loud/JJ
Kynn,do/VB not/RB mind/VB me/PRP ./.
Kynn,
Kynn,Kynn/NNP Bartlett/NNP
Kynn,"Director/NN of/IN Accessibility/NNP ,/, edapta/NN"
Kynn,"Chief/JJ Technologist/NNP ,/, Idyll/NNP Mountain/NNP Internet/NNP"
Kynn,AWARE/NNP Center/NNP Director/NNP
Charles,"Some/DT would/MD ,/, some/DT"
Charles,Same/NN as/IN sighted/JJ people/NNS ./.
Charles,"For/IN example/NN ,/, some/DT of/IN my/PRP$ blind/NN friends/NNS are/VBP much/RB more/RBR visually/RB capable/JJ than/IN I/PRP am/VBP ,/, and/CC some/DT"
Charles,An/DT analgous/JJ question/NN might/MD be/VB to/TO ask/VB whether/IN a/DT blind/JJ person/NN is/VBZ going/VBG to/TO be/VB able/JJ to/TO adequately/RB describe/VB an/DT image/NN -/: currently/RB a/DT P1/NNP requirement/NN in/IN a/DT number/NN of/IN situations/NNS ./.
Charles,cheers/NNS
Charles,Charles/NNP
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,
Charles,Charles/NNP McCathieNevile/NNP phone:/NN +61/VBD 409/CD 134/CD 136/CD
Charles,W3C/NNP Web/NNP Accessibility/NNP Initiative/NNP
