speaker,pos
Alan,"Hello/NNP Education/NNP and/CC Outreach/NNP Colleagues/NNP ,/,"
Alan,I/PRP was/VBD talking/VBG to/TO a/DT friend/NN today/NN an/DT amateur/NN web/NN developer/NN and/CC professional/JJ disability/NN rights/NNS advocate/NN who/WP complained/VBD that/IN the/DT W3C/NNP guidelines/NNS are/VBP overly/RB technical/JJ for/IN her/PRP$ needs/NNS ./.
Alan,She/PRP wants/VBZ a/DT plain/NN language/NN version/NN of/IN the/DT guidelines/NNS ./.
Alan,"As/IN she/PRP is/VBZ fairly/RB technologically/RB savvy/JJ ,/, she/PRP expressed/VBD frustration/NN at/IN having/VBG to/TO work/VB so/RB hard/JJ to/TO understand/VB what/WP must/MD be/VB done/VBN to/TO make/VB accessible/JJ web/NN pages/NNS ./."
Alan,"To/TO illustrate/VB her/PRP point/NN ,/, she/PRP read/VBD me/PRP the/DT Quick/NNP Tip/NNP card/NN description/NN of/IN Image/NNP map/NN ./."
Alan,"I/PRP agree/VBP with/IN her/PRP ,/, the/DT tone/NN is/VBZ definitely/RB geeky/JJ ./."
Alan,But/CC not/RB everyone/NN who/WP develops/VBZ web/NN pages/NNS speaks/VBP the/DT language/NN of/IN client-side/JJ servers/NNS and/CC hotspots/NNS ./.
Alan,I/PRP would/MD guess/VB that/IN most/JJS people/NNS who/WP develop/VBP web/JJ pages/NNS are/VBP amateurs/JJ (in/IN the/DT original/JJ sense/NN of/IN the/DT word:/NN from/IN amore/NN or/CC amour:/VB an/DT activity/NN done/VBN out/IN of/IN
Alan,Will/MD these/DT people/NNS freeze/VBP when/WRB they/PRP read/VBP line/NN by/IN line/NN reading/NN or/CC
Alan,How/WRB about/IN we/PRP create/VBP a/DT version/NN of/IN the/DT Web/NNP Content/NNP guidelines/NNS ?/.
Alan,Maybe/RB a/DT primer/NN ./.
Alan,Alan/NNP
Robert,you/PRP are/VBP not/RB the/DT first/JJ to/TO ask/VB about/IN
Robert,this/DT si/VBZ a/DT part/NN of/IN obtaining/VBG buy-in/NN from/IN the/DT user/NNP community/NN so/RB implementation/NN will/MD go/VB easier/RBR ./.
Robert,"Remember/NNP my/PRP$ comments/NNS from/IN toronto/NN last/JJ year/NN ,/, a/DT wcag/NN for/IN"
Robert,"hey/NN ,/, are/VBP there/RB going/VBG to/TO be/VB EO/NNP ,/, WAI/NNP and/CC WCAG/NNP meetings/NNS at/IN the/DT www9/NN ?/."
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
Robert,
William,
William,
William,WL:/NNP Great/NNP idea/NN ./.
William,Would/MD you/PRP take/VB that/IN as/IN an/DT action/NN item/NN ?/.
William,
William,Love/NNP ./.
William,ACCESSIBILITY/NNP IS/NNP RIGHT/NNP -/: NOT/NNP PRIVILEGE/NNP
William,
Chuck,What/WP about/IN the/DT WCAG/NNP Curriculum/NNP ?/.
Chuck,Particularly/RB the/DT Example/NNP Set/NNP of/IN the/DT WCAG/NNP Curriculum/NNP ?/.
Chuck,Curriculum:/NN
Chuck,Example/NNP set:/NN
Chuck,Please/NNP note/NN that/IN the/DT curriculum/NN will/MD be/VB moving/VBG to/TO W3C/NNP space/NN in/IN the/DT next/JJ week/NN or/CC so/RB ./.
Chuck,do/VB not/RB bookmark/VB pages/NNS in/IN the/DT above/JJ site/NN as/IN they/PRP will/MD soon/RB be/VB invalid/JJ ./.
Chuck,"Once/RB the/DT curriculum/NN is/VBZ in/IN the/DT W3C/NNP space/NN ,/, WAI/NNP EO/NNP will/MD likely/RB start/VB promoting/VBG it/PRP more/RBR heavily/RB ./."
Chuck,"Regards/NNS ,/,"
Chuck,Chuck/NN
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,
Chuck,Starling/VBG Access/NNP Services/NNPS
Chuck,A/DT World/NNP Of/IN
Chuck,
Chuck,URL:/NN
Chuck,Phone:/NNP FAX:/NNP
Jonathan,Please/NNP take/VB a/DT look/NN at/IN for/IN a/DT first/JJ small/JJ attempt/NN at/IN this/DT ./.
Jonathan,"If/IN you/PRP are/VBP prepared/JJ to/TO create/VB something/NN else/RB ,/, please/VB try/VB to/TO use/VB good/JJ examples/NNS rather/RB than/IN text/NN ./."
Jonathan,(as/NN in/IN QED)/NNP and/CC post/VB the/DT URI/NNP so/IN we/PRP can/MD take/VB a/DT look/NN ./.
Jonathan,
Jonathan,Jonathan/NNP Chetwynd/NNP
Jonathan,Special/JJ needs/VBZ teacher/NN web/NN accessibility/NN consultant/NN
Jonathan,
Jonathan,
Jonathan,
Jonathan,
Jonathan,
Jonathan,
Jonathan,
Jonathan,
Judy,Got/NNP a/DT not/RB connect/JJ to/TO remote/VB from/IN both/DT links/NNS at/IN
Judy,-/: Judy/NN
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,
Judy,Judy/NNP Brewer/NNP
Judy,"Director/NNP ,/, Web/NNP Accessibility/NNP Initiative/NNP International/NNP Program/NNP Office/NNP"
Judy,World/NNP Wide/NNP Web/NNP Consortium/NNP
Judy,"Room/NNP 545/CD Technology/NNP Square/NNP ,/, Cambridge/NNP ,/, MA/NNP ,/, 02139/CD ,/, USA/NNP"
