speaker,pos
Donald,"Having/VBG not/RB heard/VBN from/IN anyone/NN else/RB ,/, I/PRP am/VBP going/VBG with/IN the/DT Univ/NNP ./. of/IN Calif/NNP ./. at/IN Irvine/NNP locations/NNS ./."
Donald,Further/RB logistic/JJ information/NN will/MD be/VB posted/VBN as/RB soon/RB as/IN it/PRP is/VBZ available/JJ ./.
Donald,"Thanks/NNS ,/,"
Donald,Donald/NNP
Donald,
Donald,Donald/NNP E/NNP ./. Eastlake/VB 3rd/CD +1/NN
Donald,"65/CD Shindegan/NNP Hill/NNP Road/NNP ,/, RR#1/NNP +1/NNP"
Donald,"Carmel/NNP ,/, NY/NNP 10512/CD USA/NNP"
Barb,"Sorry/NNP ,/, I/PRP thought/VBD we/PRP had/VBD until/IN the/DT end/NN of/IN the/DT week/NN ./."
Barb,I/PRP can/MD offer/VB to/TO hold/VB the/DT meeting/NN here/RB at/IN Microsoft/NNP if/IN the/DT wg/NN prefers/NNS Seattle/NNP at/IN that/DT time/NN ./.
Barb,"Yes/UH ,/, the/DT sun/NN has/VBZ been/VBN known/VBN to/TO shine/VB here/RB in/IN August/NNP :/: -/: )/)"
Barb,Either/DT location/NN is/VBZ OK/JJ with/IN me/PRP btw/NN ./.
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Mark,"Has/VBZ the/DT decision/NN been/VBN made/VBN ,/, or/CC should/MD I/PRP express/VB my/PRP$ preference/NN for/IN Seattle/NNP ?/."
Mark,-Mark/NN
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Mark,
Peter,
Peter,"Only/RB if/IN we/PRP can/MD go/VB to/TO a/DT certain/JJ shop/NN ,/, Barb/NNP knows/VBZ what/WP I/PRP am/VBP talking/VBG about/IN"
Peter,Peter/NNP
Peter,
Peter,Dr/NNP ./. Peter/NNP Lipp/NNP
Peter,"IAIK/NNP ,/, TU/NNP Graz/NNP"
Peter,Email/NN
Peter,Phone/NNP +43/VBD 316/CD 873/CD 5513/CD
Peter,Fax/NNP +43/VBD 316/CD 873/CD 5510/CD
Peter,Web/NN
Peter,attachment:/NN smime.p7s/NN
Barb,I/PRP shall/MD check/VB into/IN that/DT Peter/NNP :/: -/: )/)
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
dee3@us.ibm.com,There/EX has/VBZ been/VBN very/RB little/JJ comment/NN either/DT way/NN on/IN this/DT at/IN the/DT meeting/NN or/CC on/IN the/DT list/NN ./.
dee3@us.ibm.com,The/DT problem/NN is/VBZ that/IN W3C/NNP rules/NNS require/VBP 6/CD weeks/NNS notice/NN of/IN meetings/NNS which/WDT I/PRP believe/VBP applies/NNS to/TO time/NN and/CC location/NN ./.
dee3@us.ibm.com,"Assuming/VBG this/DT is/VBZ true/JJ ,/, I/PRP think/VBP we/PRP have/VBP to/TO go/VB with/IN the/DT UC/NNP Irvine/NNP location/NN unless/IN we/PRP want/VBP to/TO postpone/VB the/DT"
dee3@us.ibm.com,Donald/NNP
dee3@us.ibm.com,"Donald/NNP E/NNP ./. Eastlake/NNP ,/, 3rd/CD"
dee3@us.ibm.com,"17/CD Skyline/NNP Drive/NNP ,/, Hawthorne/NNP ,/, NY/NNP 10532/CD USA/NNP"
dee3@us.ibm.com,tel:/NN fax:/NN
dee3@us.ibm.com,"home:/NN 65/CD Shindegan/NNP Hill/NNP Road/NNP ,/, Carmel/NNP ,/, NY/NNP 10512/CD USA/NNP"
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
dee3@us.ibm.com,
Todd,"Pesonally/RB -/: If/IN we/PRP are/VBP going/VBG to/TO do/VB in/IN Washington/NNP State/NNP ,/, My/NNP vote/NN is/VBZ for/IN Seattle/NNP rather/RB than/IN Redmond/NNP ,/, unless/IN we/PRP are/VBP are/VBP all/DT camping/VBG at/IN new/JJ place/NN on/IN the/DT lake""/NN and/CC you/PRP are/VBP making/VBG arrangements/NNS to/TO have/VB us/PRP shuttle/VB in/IN from/IN SeaTac/NNP to/TO the/DT private/JJ Microsoft/NNP Airport/NNP ./."
Todd,Staging/VBG in/IN Seattle/NNP saves/VBZ the/DT bulk/NN of/IN us/PRP the/DT drive/NN out/IN to/TO Redmond/NNP ./.
Todd,I/PRP myself/PRP would/MD rather/RB see/VB us/PRP there/RB staying/VBG at/IN someplace/NN like/IN the/DT Edgewater/NNP than/IN in/IN Redmond/NNP by/IN far/RB ./.
Todd,it/PRP is/VBZ really/RB easier/JJR to/TO get/VB to/TO and/CC has/VBZ more/JJR etc/JJ etc/NN etc/NN ./.
Todd,A/DT number/NN of/IN us/PRP have/VBP personal/JJ experience/NN of/IN the/DT Edgewater's/NNP facilities/NNS from/IN one/CD of/IN last/JJ year's/NN ISC/NNP Meetings/NNP we/PRP had/VBD there/RB ./.
Todd,"Very/RB good/JJ site/NN and/CC lots/NNS of/IN reasoably/RB priced/VBN facilities/NNS in/IN the/DT area/NN and/CC Pikes/NNP Market/NNP Arcade/NNP Area/NNP is/VBZ a/DT hop/NN ,/, skip/NN ,/, and/CC a/DT jump/NN away/RB ./."
Todd,"Otherwise/RB ,/, by/IN my/PRP$ vote/NN -/: Sourthern/NNP California/NNP is/VBZ fine/JJ by/IN me/PRP ./."
Todd,Todd/NN
Todd,Original/JJ Message/NN
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Todd,
Barb,I/PRP think/VBP Don's/NNP post/NN just/RB closed/VBD the/DT issue/NN ./.
Barb,it/PRP is/VBZ in/IN Irvine/NNP ./.
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
Barb,
