speaker,pos
Simon,"Dear/NNP All/NNP ,/,"
Simon,I/PRP found/VBD this/DT interesting/JJ Website/NNP accessibility/NN poll/NN on:/NN
Simon,Apologies/NNS now/RB in/IN case/NN this/DT page/NN is/VBZ not/RB accessible/JJ
Simon,-/: it/PRP is/VBZ just/RB that/IN the/DT results/NNS are/VBP very/RB interesting/JJ and/CC I/PRP would/MD be/VB happy/JJ to/TO send/VB an/DT update/NN to/TO the/DT list/NN later/RB on/IN with/IN the/DT final/JJ results/NNS so/IN we/PRP can/MD all/DT benefit/VB from/IN it/PRP ./.
Simon,Kind/NNP regards/NNS
Simon,Simon/NN
Simon,
Simon,Simon/NNP White/NNP
Simon,Business/NN Solutions/NNS
Simon,JKD/NN
Simon,Westminster/NNP Business/NNP Square/NNP
Simon,1-45/JJ Durham/NNP Street/NNP
Simon,London/NNP
Simon,SE11/CD 5JH/CD
Simon,Tel:/RB 020/CD 7793/CD 9399/CD
Simon,Fax:/CD 020/CD 7793/CD 9299/CD
Simon,URL:/NN
Simon,
Simon,James/NNP Kelsey/NNP Design/NNP Ltd/NNP or/CC The/DT Incepta/NNP Group/NNP plc/NN and/CC its/PRP$ subsidiary/NN companies/NNS may/MD not/RB be/VB held/VBN responsible/JJ for/IN the/DT content/NN of/IN this/DT email/NN as/IN it/PRP may/MD reflect/VB the/DT personal/JJ view/NN of/IN the/DT sender/NN and/CC not/RB that/IN of/IN the/DT company/NN ./.
Simon,"JKD/NNP run/VBP anti/RB virus/JJ software/NN on/IN all/DT servers/NNS and/CC all/DT workstations/NNS ,/, they/PRP can/MD not/RB be/VB held/VBN responsible/JJ for/IN any/DT infected/JJ files/NNS that/IN you/PRP may/MD receive/VB ./."
Simon,JKD/NNP advises/VBZ all/DT recipients/NNS to/TO virus/VB scan/JJ any/DT file/JJ attachments/NNS ./.
Jon,
Jon,
Jon,Where/WRB exactly/RB ?/.
Tina,
Tina,It/PRP was/VBD indeed/RB interesting/JJ
Tina,-/: I/PRP cannot/VBP get/VB at/IN the/DT results/NNS either/CC with/IN Opera/NNP or/CC Lynx/NNP ./.
Tina,"Yes/UH ,/, please/VB ,/, an/DT update/NN to/TO the/DT list/NN of/IN the/DT data/NNS would/MD be/VB beneficial/JJ to/TO us/PRP who/WP do/VBP not/RB maintain/VB the/DT same/JJ browsers/NNS or/CC have/VBP the/DT same/JJ capabilities/NNS as/IN those/DT who/WP coded/VBD that/DT very/RB ,/, very/RB interesting/JJ albeit/NN ironic/JJ poll/NN ./."
Tina,
Tina,-/: Tina/NN Holmboe/NNP Greytower/NNP Technologies/NNS
Tina,
Tina,0708/CD 557/CD 905/CD
Simon,The/DT poll/NN is/VBZ halfway/RB down/RB on/IN the/DT right/JJ hand/NN side/NN of/IN the/DT page/NN ./.
