speaker,pos
S1,"Sorry/NNP ,/, but/CC people/NNS have/VBP certain/JJ natural/JJ rights/NNS --/: keeping/VBG people/NNS from/IN being/VBG religious/JJ infringes/NNS on/IN that/DT ./."
S1,I/PRP am/VBP not/RB saying/VBG businesses/NNS cannot/VBP legally/RB do/VBP it/PRP --/: they/PRP can/MD --/: I/PRP am/VBP saying/VBG I/PRP think/VBP it/PRP is/VBZ pretty/JJ unethical/JJ ./.
S1,"it/PRP is/VBZ easy/JJ for/IN you/PRP to/TO sit/VB back/RB and/CC say/VB what/WP you/PRP are/VBP saying/VBG when/WRB you/PRP dislike/VBP religion/NN ,/, but/CC this/DT is/VBZ no/DT different/JJ than/IN an/DT employer/NN telling/VBG a/DT gay/NN employee/NN they/PRP cannot/VBP express/JJ themselves/PRP as/IN being/VBG gay/NN on/IN the/DT job/NN ./."
S1,"One/CD is/VBZ discrimination/NN for/IN being/VBG gay/NN ,/, the/DT other/JJ is/VBZ discrimination/NN for/IN being/VBG religious/JJ ./."
S1,"If/IN you/PRP are/VBP going/VBG to/TO be/VB for/IN equality/NN ,/, then/RB be/VB for/IN equality/NN in/IN all/DT cases/NNS ./."
S1,Not/RB just/RB picking/VBG and/CC choosing/VBG your/PRP$ pet/NN issues/NNS ./.
S2,Once/RB again/RB jyoshu/NN ;/: I/PRP manage/VBP a/DT fast/JJ food/NN resturant/NN ./.
S2,Do/VB you/PRP agree/VB that/IN I/PRP do/VBP not/RB have/VB to/TO serve/VB boy/NN scouts/NNS and/CC evangelical/JJ christains/NNS ?/. My/PRP$ moral/JJ beliefs/NNS are/VBP against/IN them/PRP I/PRP should/MD have/VB the/DT right/NN to/TO turn/VB away/RP their/PRP$ business/NN ./.
S2,"After/IN all/DT they/PRP go/VBP against/IN my/PRP$ religious/JJ beliefs/NNS so/IN I/PRP can/MD refuse/VB to/TO serve/VB ,/, or/CC even/RB hire/VB them/PRP ./."
S2,Right/RB ?/. If/IN I/PRP use/VBP your/PRP$ logic/NN I/PRP should/MD beable/VB to/TO do/VB whatever/WDT I/PRP want/VBP and/CC use/VB my/PRP$ religious/JJ beliefs/NNS as/IN an/DT excuse/NN ./.
