speaker,pos
S1,What/WP about/IN the/DT Domionists/NNS ?/. Do/VBP they/PRP care/VB about/IN other/JJ people/NNS or/CC do/VBP they/PRP just/RB care/VB about/IN POWER/NNP ?/. ./.
S2,I/PRP just/RB did/VBD a/DT google/NN search/NN and/CC could/MD not/RB find/VB a/DT Dominionist/NNP Web/NNP Site/NNP at/IN all/DT ./.
S2,The/DT only/JJ articles/NNS I/PRP could/MD find/VB on/IN this/DT devious/JJ organization/NN are/VBP from/IN radical/JJ Left/NNP leaning/NN groups/NNS that/IN I/PRP believe/VBP are/VBP making/VBG this/DT group/NN up/RP as/IN a/DT red/JJ herring/NN to/TO create/VB a/DT reason/NN to/TO promote/VB fear/NN of/IN Christians/NNS ./.
S2,Would/MD you/PRP be/VB so/RB kind/NN as/IN to/TO post/VB a/DT link/NN to/TO the/DT Dominionist/NNP web/NN site/NN that/WDT outlines/VBZ their/PRP$ agenda/NN to/TO take/VB over/RP the/DT Country/NN ?/. ./.
S1,Just/RB go/VB to/TO Jerry/NNP Falwell/NNP or/CC Pat/NNP Robertson/NNP and/CC learn/VB what/WP you/PRP need/VBP to/TO know/VB ./.
S2,"So/RB what/WP you/PRP are/VBP saying/VBG is/VBZ that/IN you/PRP cannot/VBP produce/VB one/CD objective/NN ,/, independent/JJ site/NN or/CC source/NN that/WDT is/VBZ by/IN the/DT Dominionists/NNP themselves/PRP as/IN evidence/NN that/IN they/PRP are/VBP an/DT actual/JJ existing/VBG group/NN or/CC organization/NN ./."
S2,"If/IN you/PRP could/MD ,/, you/PRP would/MD have/VB ./."
S2,This/DT is/VBZ just/RB one/CD more/JJR example/NN of/IN the/DT diabolical/JJ agenda/NN of/IN the/DT Radical/NNP Left/NNP to/TO make/VB people/NNS fear/VBP Christianity/NNP based/VBN on/IN more/JJR lies/NNS and/CC deception/NN ./.
S2,Thanks/NNS for/IN revealing/VBG who/WP the/DT real/JJ paranoid/NN fearmongers/NNS are/VBP ./.
S1,"Do/VB your/PRP$ own/JJ homework/NN ,/, buddy/NN ./."
