speaker,pos
S1,do/VB not/RB you/PRP think/VBP that/IN in/IN 1909/CD it/PRP was/VBD probably/RB viewed/VBN mostly/RB from/IN a/DT moral/JJ standpoint/NN ?/. I/PRP do/VBP not/RB think/VB they/PRP saw/VBD it/PRP the/DT same/JJ way/NN they/PRP would/MD see/VB black/JJ people/NNS ./.
S1,They/PRP did/VBD not/RB even/RB realize/VB that/IN '/'' homosexuality/NN '/'' was/VBD any/DT sort/NN of/IN innate/JJ thing/NN ./.
S1,It/PRP was/VBD entirely/RB behavioral/JJ to/TO them/PRP ./.
S1,"I/PRP tend/VBP to/TO agree/VB with/IN the/DT court/NN ,/, even/RB given/VBN what/WP you/PRP have/VBP said/VBD ./."
S1,I/PRP doubt/VBP for/IN 1909/CD it/PRP was/VBD about/IN prejudice/NN and/CC bigotry/NN --/: they/PRP genuinely/RB felt/VBD it/PRP was/VBD wrong/JJ ./.
S1,The/DT concept/NN of/IN gay/JJ marriage/NN was/VBD completely/RB foreign/JJ and/CC unknown/JJ in/IN 1909/CD ./.
S1,It/PRP was/VBD not/RB even/RB something/NN they/PRP conceived/VBD of/IN ./.
S1,I/PRP think/VBP the/DT court/NN is/VBZ saying/VBG that/IN they/PRP could/MD not/RB have/VB been/VBN prejudiced/VBN against/IN something/NN they/PRP did/VBD not/RB even/RB know/VB of/IN or/CC conceive/NN of/IN ./.
S2,Hogwash/NN ./.
S2,"It/PRP was/VBD once/RB entirely/RB moral/JJ to/TO believe/VB certain/JJ races/NNS were/VBD inferior/JJ ,/, and/CC that/IN women/NNS had/VBD fewer/JJR rights/NNS than/IN men/NNS ./."
S2,Treating/VBG the/DT races/NNS and/CC women/NNS as/IN equal/JJ was/VBD not/RB something/NN even/RB thought/VBN of/IN by/IN many/JJ ./.
S2,"It/PRP was/VBD prejudice/NN against/IN gays/NNS then/RB ,/, and/CC it/PRP still/RB is/VBZ today/NN ./."
S1,This/DT is/VBZ not/RB really/RB true/JJ ./.
S1,"it/PRP is/VBZ a/DT popular/JJ misconstruing/NN of/IN morality/NN and/CC history/NN by/IN proponents/NNS of/IN modern/JJ '/POS rights/NNS '/POS movements/NNS ,/, but/CC it/PRP is/VBZ not/RB true/JJ ./."
S1,"there/EX is/VBZ little/JJ historical/JJ backing/NN to/TO the/DT idea/NN that/IN people/NNS believed/VBD oppressing/JJ black/JJ people/NNS was/VBD a/DT right/JJ thing/NN to/TO do/VB ,/, as/IN in/IN ,/, doing/VBG good/JJ ./."
S1,"There/EX were/VBD times/NNS they/PRP used/VBD an/DT argument/NN where/WRB religion/NN was/VBD wrongly/RB used/VBN to/TO justify/VB their/PRP$ behavior/NN ,/, but/CC that/DT is/VBZ a/DT different/JJ matter/NN ./."
S1,"If/IN you/PRP firmly/RB believe/VBP otherwise/RB ,/, I/PRP had/VBD challenge/NN you/PRP to/TO show/VB where/WRB people/NNS thought/VBD oppressing/VBG blacks/NNS was/VBD an/DT example/NN if/IN doing/VBG good/JJ ./."
S1,The/DT same/JJ goes/VBZ for/IN misogyny/NN ./.
S1,"Furthermore/RB ,/, it/PRP is/VBZ beside/IN the/DT point/NN anyway/RB ./."
S1,we/PRP are/VBP talking/VBG about/IN homosexuality/NN ./.
S1,"In/IN 1909/CD ,/, the/DT only/JJ thing/NN they/PRP really/RB understood/VBD about/IN the/DT issue/NN at/IN hand/NN was/VBD that/IN some/DT people/NNS engaged/VBN in/IN sexual/JJ relations/NNS with/IN people/NNS of/IN their/PRP$ own/JJ gender/NN ./."
S1,"There/EX were/VBD no/DT articles/NNS about/IN ""/NNP homosexuality/NN ""/NNP as/IN a/DT trait/NN ,/, and/CC certainly/RB none/NN about/IN genetic/JJ causes/NNS ./."
S1,"It/PRP was/VBD understood/JJ entirely/RB from/IN a/DT behavioral/JJ standpoint/NN ,/, and/CC therefore/RB a/DT moral/JJ standpoint/NN ./."
S1,So/IN it/PRP is/VBZ not/RB hogwash/VBN at/IN all/DT --/: they/PRP really/RB did/VBD view/NN gay/NN sex/NN as/IN immoral/JJ ./.
S1,"If/IN you/PRP do/VBP not/RB think/VB so/RB ,/, then/RB you/PRP have/VBP a/DT very/RB poor/JJ grasp/NN on/IN history/NN in/IN this/DT case/NN ./."
