speaker,pos
S1,The/DT divorce/NN rate/NN in/IN the/DT U/NNP ./.
S1,S/NN ./.
S1,is/VBZ really/RB blown/VBN out/IN of/IN proportion/NN by/IN high/JJ rate/NN of/IN very/RB young/JJ people/NNS whjo/VBP get/VB divorced/VBN ./.
S1,The/DT percentage/NN of/IN people/NNS getting/VBG divorces/NNS who/WP have/VBP been/VBN married/VBN over/IN 5/CD years/NNS drops/VBZ dramatically/RB ./.
S2,"Um/NNP ,/, young/JJ people/NNS and/CC young/JJ marriages/NNS really/RB are/VBP not/RB the/DT same/JJ thing/NN ./."
S2,There/EX are/VBP those/DT young/JJ people/NNS who/WP actually/RB do/VBP stay/VB together/RB past/IN those/DT first/JJ five/CD years/NNS ./.
S2,"The/DT truth/NN of/IN the/DT matter/NN is/VBZ that/IN couples/NNS in/IN general/JJ who/WP divorce/VBP do/VBP so/RB more/RBR often/RB within/IN the/DT first/JJ five/CD years/NNS ,/, regardless/RB of/IN age/NN ./."
S2,"The/DT point/NN was/VBD and/CC still/RB is/VBZ ,/, that/IN heterosexual/JJ marriages/NNS end/VBP in/IN divorce/NN nearly/RB 50%/CD of/IN the/DT time/NN ./."
S2,End/NN of/IN story/NN ./.
S2,"You/PRP can/MD try/VB to/TO pretty/VB it/PRP up/RP all/DT you/PRP want/VBP ,/, it/PRP does/VBZ not/RB change/VB the/DT fact/NN that/IN you/PRP heteros/VBP are/VBP no/DT better/JJR at/IN staying/VBG together/RB than/IN you/PRP expect/VBP us/PRP gays/JJ lesbians/NNS to/TO ./."
S1,Of/IN course/NN there/EX are/VBP but/CC a/DT lot/NN of/IN young/JJ people/NNS get/VBP married/VBN and/CC realize/VB it/PRP was/VBD a/DT mistake/NN and/CC get/VB divorced/VBN ./.
S2,"Yeah/UH ,/, so/RB ?/. There/EX are/VBP a/DT lot/NN of/IN older/JJR people/NNS who/WP get/VBP married/VBN and/CC realize/VB the/DT same/JJ thing/NN and/CC get/VB divorced/VBN ./."
S2,all/DT within/IN the/DT same/JJ five/CD year/NN time/NN period/NN ./.
S2,One/CD does/VBZ not/RB really/RB have/VB a/DT lot/NN to/TO do/VB with/IN the/DT other/JJ ./.
S2,Nor/CC does/VBZ it/PRP change/VB the/DT fact/NN that/IN more/JJR than/IN half/NN of/IN ALL/NNP marriages/NNS end/VBP in/IN divorce/NN ./.
S2,"Period/NNP ,/, end/NN of/IN story/NN ,/, no/DT nit-picking/JJ ./."
S2,{/( Just/JJ remember/VB these/DT marriages/NNS still/RB only/RB are/VBP consisted/VBN of/IN HETEROSEXUALS/NNP ./.
S2,}/) ./.
S1,yes/RB but/CC because/IN of/IN the/DT high/JJ rate/NN of/IN young/JJ people/NNS that/WDT get/VBP divorced/VBN it/PRP throws/VBZ the/DT percentage/NN off/RP ./.
S1,Statistics/NNS prove/VBP by/IN a/DT wide/JJ majority/NN that/WDT gays/VBZ in/IN general/JJ are/VBP much/RB more/RBR promiscuous/JJ then/RB straights/NNS ./.
S2,"You/PRP are/VBP completely/RB off/IN base/NN :/: READ/VB THIS/NNP ;/: Try/NNP reading/VBG actual/JJ census/NN data/NNS :/: You/PRP cannot/VBP compare/VB gay/NN to/TO straight/JJ promiscuity/NN within/IN the/DT context/NN of/IN a/DT ""/JJ marriage/NN ""/NN when/WRB only/RB straights/NNS are/VBP legally/RB allowed/VBN to/TO get/VB married/JJ ./."
S2,"it/PRP is/VBZ obvious/JJ the/DT data/NN will/MD be/VB skewed/VBN ,/, any/DT idiot/NN could/MD see/VB that/IN ./."
S1,you/PRP cannot/VBP compare/JJ marriage/NN but/CC you/PRP can/MD compare/VB relationships/NNS ./.
S2,Read/VB the/DT articles/NNS before/IN you/PRP shoot/VBP off/IN your/PRP$ mouth/NN ./.
S1,I/PRP very/RB rarely/RB read/VB propaganda/NN be/VB it/PRP from/IN the/DT right/NN or/CC the/DT left/NN ./.
S2,"So/RB now/RB data/VBP from/IN the/DT Census/NNP Bureau/NNP is/VBZ now/RB ""/JJ Propaganda/NNP ?/. ""/VB What/WP a/DT riot!/NN ./."
