speaker,pos
S1,it/PRP is/VBZ good/JJ to/TO see/VB all/DT of/IN the/DT apologists/NNS coming/VBG out/IN of/IN the/DT woodwork/NN to/TO argue/VB against/IN someone/NN else's/JJ strawman/NN argument/NN ./.
S1,I/PRP have/VBP yet/RB to/TO see/VB one/CD person/NN argue/NN that/IN AIDS/NNP was/VBD not/RB initially/RB spread/VBN in/IN the/DT US/NNP primarily/RB by/IN gays/NNS ./.
S1,"let/VB us/PRP focus/VB on/IN what/WP I/PRP really/RB said/VBD ,/, not/RB what/WP you/PRP would/MD have/VB liked/VBN me/PRP to/TO have/VB said/VBD ./."
S2,Yes/UH you/PRP are/VBP right/JJ gay/NN people/NNS were/VBD the/DT first/JJ victims/NNS of/IN the/DT plague/NN and/CC yes/VB gay/JJ people/NNS were/VBD the/DT first/JJ to/TO spread/VB it/PRP within/IN the/DT US/NNP Is/VBZ that/IN the/DT pat/NN on/IN the/DT back/NN you/PRP want/VBP ?/. It/PRP was/VBD also/RB spread/VBN initially/RB by/IN blood/NN transfusions/NNS ./.
S2,"Do/VB you/PRP then/RB agree/VBP with/IN Paul/NNP Cameron/NNP ?/. ""/NN At/IN the/DT 1985/CD Conservative/NNP Political/NNP Action/NNP Conference/NNP ,/, Cameron/NNP announced/VBD to/TO the/DT attendees/NNS ,/, '/'' Unless/IN we/PRP get/VBP medically/RB lucky/JJ ,/, in/IN three/CD or/CC four/CD years/NNS ,/, one/CD of/IN the/DT options/NNS discussed/VBN will/MD be/VB the/DT extermination/NN of/IN homosexuals/NNS ./."
S2,'/'' According/VBG to/TO an/DT interview/NN with/IN former/JJ Surgeon/NNP General/NNP C/NNP ./.
S2,"Everett/NNP Koop/NNP ,/, Cameron/NNP was/VBD recommending/VBG the/DT extermination/NN option/NN as/RB early/RB as/IN 1983/CD ./."
S2,"""/SYM -/: Mark/NN E/NN ./."
S2,"Pietrzyk/NNP ,/, News-Telegraph/NNP ,/, March/NNP 10/CD ,/, 1995/CD ./."
S1,"No/DT ,/, what/WP I/PRP want/VBP is/VBZ an/DT apology/NN for/IN being/VBG called/VBN a/DT bigot/NN for/IN stating/VBG a/DT fact!!!!/NN Of/IN course/NN not/RB ,/, but/CC that/IN does/VBZ not/RB change/VB the/DT fact/NN that/IN I/PRP am/VBP angry/JJ that/IN its/PRP$ here/RB and/CC consumes/RB many/JJ good/JJ people/NNS and/CC lots/NNS of/IN resources/NNS that/WDT could/MD be/VB better/JJR spent/NN curing/VBG cancer/NN and/CC other/JJ diseases/NNS ,/, all/DT because/IN of/IN the/DT promiscuity/NN of/IN a/DT small/JJ minority/NN of/IN the/DT population/NN ./."
S2,So/IN the/DT lives/NNS of/IN gay/JJ people/NNS are/VBP less/RBR important/JJ ?/. The/DT statement/NN you/PRP made/VBD is/VBZ a/DT bigoted/JJ statement/NN ./.
S1,"Still/RB throwing/VBG out/RP strawmen/NNS ,/, Matthew/NNP ?/. Show/NNP me/PRP where/WRB I/PRP EVER/NNP claimed/VBD that/IN the/DT lives/NNS of/IN gays/NNS were/VBD less/RBR important/JJ ./."
S2,"Right/RB here/RB You/PRP have/VBP implied/VBN that/IN those/DT that/IN the/DT lives/NNS of/IN those/DT who/WP catch/VBP and/CC spread/VBP hiv/NN ,/, largely/RB gay/JJ men/NNS in/IN the/DT US/NNP ,/, are/VBP not/RB as/IN important/JJ and/CC worth/JJ curing/NN as/IN those/DT with/IN cancer/NN and/CC other/JJ diseases/NNS ./."
