speaker,pos
S1,"Lesz/NNP ,/, My/NNP marriage/NN means/VBZ a/DT great/JJ many/JJ things/NNS to/TO me/PRP ,/, none/NN of/IN which/WDT have/VBP anything/NN to/TO do/VB with/IN our/PRP$ governments/NNS ./."
S1,My/PRP$ question/NN to/TO you/PRP is/VBZ :/: What/WP do/VBP you/PRP think/VB marriage/NN should/MD mean/VB to/TO our/PRP$ governments/NNS ?/. ./.
S2,"Well/RB ,/, marriage/NN is/VBZ an/DT ancient/JJ human/JJ institution/NN ,/, based/VBN on/IN the/DT pair/NN bonding/NN that/WDT is/VBZ natural/JJ for/IN humans/NNS ,/, and/CC is/VBZ one/CD of/IN the/DT foundations/NNS of/IN social/JJ stability/NN ./."
S2,"Why/WRB would/MD it/PRP surprise/VB anyone/NN that/WDT government/NN might/MD wish/VB to/TO support/VB it/PRP ?/. What/WP really/RB surprises/VBZ me/PRP is/VBZ to/TO find/VB how/WRB many/JJ alleged/JJ Christians/NNPS NOW/NNP find/VBP it/PRP expedient/JJ to/TO demand/VB government/NN ""/NNP get/VB out/IN of/IN marriage/NN ""/NN ,/, simply/RB because/IN gay/JJ people/NNS want/VBP to/TO get/VB in/IN it/PRP ./."
S2,Bunch/NN of/IN hypocrites/NNS --/: they/PRP never/RB complained/VBD about/IN government/NN regulating/VBG marriage/NN before/IN this/DT ./.
S2,"Now/RB ,/, while/IN I/PRP agree/VBP it/PRP is/VBZ not/RB absolutely/RB essential/JJ for/IN government/NN to/TO be/VB involved/VBN in/IN the/DT regulation/NN and/CC support/NN of/IN marriage/NN ,/, it/PRP is/VBZ nevertheless/RB a/DT convenience/NN that/IN few/JJ people/NNS would/MD really/RB want/VB to/TO throw/VB away/RP ./."
S2,(/( Mr/NN ./.
S2,WriteLA/NNP has/VBZ summed/VBN it/PRP up/RP eloquently/RB so/IN I/PRP need/VBP not/RB elaborate/VB ./.
S2,")/) Alas/NNP ,/, many/JJ are/VBP just/RB too/RB mean-spirited/JJ to/TO share/NN marriage/NN with/IN those/DT pesky/JJ homos/NN ,/, so/IN they/PRP have/VBP jumped/VBN on/IN the/DT get-out-of-marriage/NN bandwagon/NN --/: which/WDT is/VBZ not/RB going/VBG to/TO go/VB anywhere/RB --/: as/IN camouflage/NN for/IN their/PRP$ real/JJ feelings/NNS ./."
S1,"That/DT government/NN would/MD wish/VB to/TO be/VB involved/VBN in/IN any/DT aspect/NN of/IN our/PRP$ lives/NNS ,/, would/MD not/RB surprise/VB me/PRP ./."
S1,That/DT is/VBZ what/WP governments/NNS tend/VBP to/TO do/VB ./.
S1,"Consider/VB the/DT ""/NNP Healthy/NNP Marriage/NNP Initiative/NNP ""/NN ./."
S1,"This/DT is/VBZ our/PRP$ government/NN and/CC as/IN citizens/NNS ,/, we/PRP would/MD be/VB well/RB advised/VBN to/TO exercise/VB vigilance/NN to/TO prevent/VB our/PRP$ government/NN from/IN intruding/VBG into/IN areas/NNS where/WRB there/EX is/VBZ no/DT necessity/NN ./."
S1,Just/RB because/IN a/DT few/JJ mean-spirited/JJ hypocrites/NNS may/MD advocate/VB that/IN the/DT government/NN get/VB out/IN of/IN marriage/NN for/IN the/DT wrong/JJ reasons/NNS does/VBZ not/RB mean/VB that/IN the/DT idea/NN is/VBZ all/DT bad/JJ ./.
S1,Never/RB happen/VB ?/. Enlist/VB the/DT 100/CD single/JJ people/NNS who/WP have/VBP the/DT biggest/JJS stake/NN in/IN this/DT issue/NN and/CC chip/NN away/RB at/IN the/DT exclusive/JJ benefits/NNS ./.
S1,Start/NNP with/IN an/DT easy/JJ one/CD like/IN hospital/NN visitation/NN and/CC work/VB up/RB to/TO the/DT tough/JJ ones/NNS like/IN Social/NNP Security/NNP to/TO spouses/VB ./.
S2,Why/WRB ?/. Why/WRB is/VBZ it/PRP in/IN the/DT interests/NNS of/IN society/NN to/TO prevent/VB government/NN involvement/NN in/IN marriage/NN ?/. that/DT is/VBZ what/WP you/PRP have/VBP not/RB explained/VBN ./.
S2,"MrWriteLA/NNP pointed/VBD out/RP the/DT reasons/NNS that/WDT government/NN involvement/NN is/VBZ pretty/RB much/JJ unavoidable/JJ ,/, if/IN only/RB because/IN government/NN is/VBZ the/DT source/NN of/IN law/NN ./."
S2,It/PRP seems/VBZ to/TO me/PRP you/PRP advocate/VBP the/DT replacement/NN of/IN marriage/NN with/IN a/DT plethora/NN of/IN minor/NN and/CC specific/JJ legal/JJ contracts/NNS that/WDT would/MD only/RB benefit/VB the/DT lawyers/NNS writing/VBG them/PRP ./.
S2,it/PRP is/VBZ the/DT wood/NN and/CC the/DT trees/NNS ./.
S2,"If/IN specific/JJ laws/NNS are/VBP trees/NNS ,/, then/RB marriage/NN is/VBZ the/DT forest/NN that/WDT protects/VBZ our/PRP$ relationships/NNS from/IN such/JJ gales/NNS that/WDT XXXX/VBP ./."
S2,Is/VBZ there/EX any/DT specific/JJ advantage/NN to/TO looking/VBG to/TO individual/JJ trees/NNS and/CC ignoring/VBG the/DT wood/NN ?/. ./.
S1,Lesz/NNP I/PRP ask/VBP why/WRB and/CC you/PRP ask/VBP why/WRB not/RB ./.
S1,Why/WRB should/MD government/NN get/VB out/IN of/IN the/DT marriage/NN business/NN :/: 1/CD ./.
S1,It/PRP is/VBZ not/RB needed/VBN 2/CD ./.
S1,The/DT current/JJ marriage/NN benefits/NNS are/VBP terribly/RB unfair/JJ to/TO single/JJ people/NNS that/WDT are/VBP forced/VBN to/TO pay/VB for/IN them/PRP ./.
S1,"Your/PRP$ eloquence/NN notwithstanding/NN ,/, I/PRP have/VBP found/VBN it/PRP useful/JJ to/TO look/VB very/RB closely/RB at/IN the/DT trees/NNS when/WRB solving/VBG problems/NNS ./."
S1,I/PRP would/MD suggest/VB that/IN one/CD cannot/NN understand/VB the/DT wood/NN unless/IN one/CD knows/VBZ something/NN about/IN trees/NNS ./.
S1,"Also/RB ,/, I/PRP have/VBP often/RB found/VBN it/PRP useful/JJ to/TO solve/VB a/DT problem/NN by/IN breaking/VBG it/PRP into/IN smaller/JJR parts/NNS and/CC solving/VBG the/DT easiest/JJS parts/NNS first/RB ./."
S2,Why/WRB is/VBZ government/NN support/NN of/IN marriage/NN unfair/NN to/TO single/JJ people/NNS ?/. Single/NNP people/NNS do/VBP not/RB have/VB the/DT same/JJ issues/NNS as/IN married/JJ people/NNS ./.
S2,"Having/VBG been/VBN married/VBN and/CC single/JJ myself/PRP ,/, I/PRP do/VBP have/VB some/DT insight/NN here/RB ./."
S2,And/CC why/WRB would/MD you/PRP rather/RB married/VBD people/NNS go/VBP to/TO lawyers/NNS for/IN multiple/JJ legal/JJ contracts/NNS to/TO cover/VB all/PDT the/DT hundreds/NNS of/IN rights/NNS and/CC mutual/JJ obligations/NNS currently/RB conferred/VBN by/IN marriage/NN ?/. Are/NNP you/PRP a/DT lawyer/NN in/IN need/NN of/IN clients/NNS ?/. ;)/VB My/PRP$ own/JJ experience/NN of/IN woods/NNS and/CC trees/NNS is/VBZ that/IN there/EX is/VBZ no/DT value/NN in/IN looking/VBG at/IN them/PRP in/IN only/RB one/CD way/NN ./.
S2,One/CD needs/VBZ to/TO consider/VB them/PRP as/IN trees/NNS and/CC woods/NNS ./.
S1,I/PRP have/VBP also/RB been/VBN single/JJ and/CC married/VBD ./.
S1,Experience/NN but/CC not/RB much/JJ insight/NN ./.
S1,I/PRP would/MD be/VB interested/JJ to/TO hear/VB your/PRP$ views/NNS about/IN this/DT difference/NN in/IN issues/NNS and/CC how/WRB these/DT issues/NNS are/VBP helped/VBN by/IN government/NN involvement/NN ./.
S1,"Lesz/NNP ,/, I/PRP am/VBP an/DT engineer/NN ,/, not/RB a/DT lawyer/NN ./."
