speaker,pos
S1,"Fine/NNP ,/, I/PRP shall/MD stand/VB by/IN the/DT exact/JJ wording/NN of/IN my/PRP$ original/JJ post/NN ./."
S1,"Who/WP do/VBP you/PRP think/VB made/VBN AIDS/NNP a/DT major/JJ health/NN concern/NN in/IN the/DT US/NNP ?/. If/IN you/PRP have/VBP anything/NN via/IN proof/NN that/IN it/PRP is/VBZ not/RB true/JJ ,/, bring/VB it/PRP on/IN ./."
S1,I/PRP welcome/VBP the/DT debate/NN ./.
S1,"So/RB far/RB ,/, all/DT I/PRP have/VBP seen/VBN is/VBZ attempts/NNS to/TO change/VB the/DT debate/NN ,/, attack/VB me/PRP personally/RB or/CC make/VB unsubstantiated/JJ statements/NNS that/WDT do/VBP not/RB mean/VB ####/NN ./."
S2,"Okay/NNP ,/, you/PRP will/MD get/VB an/DT answer/NN to/TO this/DT question/NN ./."
S2,"First/NNP off/RP ,/, no/DT one/NN knows/VBZ how/WRB AIDS/NNP actually/RB got/VBD to/TO the/DT US/NNP ./."
S2,"Secondly/RB ,/, as/IN to/TO who/WP made/VBD AIDS/NNP a/DT major/JJ health/NN concern/NN ,/, they/PRP would/MD be/VB people/NNS who/WP did/VBD not/RB clean/VB their/PRP$ needles/NNS and/CC such/JJ while/IN doing/VBG drugs/NNS ,/, and/CC people/NNS who/WP did/VBD not/RB practice/NN safe/JJ sex/NN ,/, as/IN well/RB those/DT giving/VBG blood/NN transfusions/NNS before/IN it/PRP was/VBD known/VBN that/IN HIV/NNP AIDS/NNP could/MD be/VB spread/VBN through/IN blood/NN ./."
S2,"No/DT more/RBR ,/, no/DT less/NN ./."
S1,Do/VBP you/PRP have/VB something/NN of/IN substance/NN to/TO back/VB your/PRP$ claim/NN or/CC are/VBP you/PRP going/VBG to/TO stick/VB with/IN your/PRP$ opinion/NN only/RB ?/. ./.
S2,"Well/RB for/IN that/DT ,/, we/PRP will/MD have/VB to/TO quote/VB one/CD of/IN your/PRP$ recent/JJ posts/NNS :/: ./."
S1,I/PRP am/VBP still/RB waiting/VBG for/IN anything/NN of/IN content/NN to/TO stream/VB from/IN your/PRP$ keyboard/NN ./.
S1,I/PRP guess/VBP I/PRP shall/MD just/RB grow/VB old/JJ waiting/NN for/IN a/DT pearl/NN of/IN wisdom/NN to/TO flow/VB from/IN your/PRP$ fingers/NNS ./.
S2,Here/RB you/PRP go/VBP :/: ./.
S1,So/RB the/DT best/JJS you/PRP can/MD do/VB for/IN an/DT intelligent/JJ statement/NN is/VBZ quote/VB me/PRP ?/. I/PRP am/VBP flattered/JJ ./.
S1,"Now/RB ,/, when/WRB do/VBP you/PRP want/VB the/DT debate/NN to/TO start/VB or/CC are/VBP you/PRP still/RB afraid/VB ?/. ./."
S2,The/DT debate/NN will/MD start/VB once/RB you/PRP personally/RB own/VBP up/RB to/TO your/PRP$ own/JJ requirements/NNS of/IN others/NNS ./.
S2,"Until/IN then/RB ,/, I/PRP will/MD continue/VB to/TO note/VB the/DT hypocrisy/NN in/IN you/PRP expecting/VBG others/NNS to/TO defend/VB something/NN when/WRB you/PRP yourself/PRP are/VBP unwilling/JJ to/TO do/VB the/DT same/JJ with/IN your/PRP$ statement/NN ./."
S2,"Once/RB you/PRP follow/VBP your/PRP$ ""/NN bizarro/NN ""/NN rules/NNS (/( as/IN Kronus/NNP so/RB eloquently/RB put/VBD it/PRP :)/NNP )/) ,/, then/RB you/PRP will/MD get/VB a/DT debate/NN ./."
