speaker,pos
S1,Most/JJS Christians/NNS do/VBP not/RB try/VB to/TO do/VB that/DT to/TO gay/VB people/NNS either/CC ./.
S2,Sure/RB they/PRP do/VBP ./.
S2,A/DT majority/NN of/IN self-identified/JJ Christians/NNPS in/IN THIS/NNP country/NN oppose/VBP civil/JJ marriage/NN for/IN gay/NN people/NNS ./.
S2,"In/IN Spain/NNP ,/, for/IN example/NN ,/, they/PRP don't/VBP ./."
S2,"A/DT huge/JJ majority/NN of/IN self-identified/JJ ""/NNP evangelical/JJ Christians/NNPS ""/VBP oppose/JJ gay/NN marriage/NN ,/, civil/JJ unions/NNS ,/, gay/JJ adoption/NN ,/, anti-discrimination/NN laws/NNS ,/, the/DT Lawrence/NNP decision/NN to/TO decriminalize/VB same-sex/JJ sex/NN ,/, etc/FW ./."
S2,",/, etc/FW ./."
S2,",/, etc/FW ./."
S2,"As/IN I/PRP recall/VBP ,/, that/DT predeliction/NN knows/VBZ no/DT national/JJ borders/NNS ./."
S2,"Oh/UH ,/, I/PRP know/VBP ,/, they/PRP are/VBP not/RB trying/VBG to/TO ban/VB really/RB important/JJ things/NNS ./."
S2,y/VB a/DT w/NN n/NN ./.
S1,But/CC they/PRP are/VBP not/RB trying/VBG to/TO ban/VB it/PRP ./.
S1,That/DT was/VBD the/DT accusation/NN made/VBD ./.
S2,Have/VBP you/PRP not/RB heard/VB of/IN the/DT state/NN constitutional/JJ amendments/NNS being/VBG passed/VBN to/TO preclude/VB same-sex/JJ marriage/NN AND/NNP civil/JJ unions/NNS ?/. ./.
S1,"Evangelical/JJ Christendom/NNP is/VBZ trying/VBG to/TO BAN/NNP gay/NN people/NNS ?/. Wow/NNP ,/, I/PRP wish/VBP all/DT evangelicals/NNS really/RB WERE/NNP that/WDT united/VBD for/IN something/NN ./."
S1,"Sure/JJ ;/: but/CC that/DT is/VBZ not/RB what/WP we/PRP are/VBP talking/VBG about/IN ,/, now/RB is/VBZ it/PRP ?/. You/PRP were/VBD asking/VBG about/IN the/DT gay/JJ pride/NN industry/NN ./."
S1,"LOL!/NNP No/NNP ,/, you/PRP all/DT blew/VB your/PRP$ credibility/NN on/IN that/DT claim/NN long/RB ago/RB ./."
S1,"Gay/NNP lobbyists/NNS have/VBP LONG/NNP stepped/VBD over/IN that/DT line/NN in/IN the/DT sand/NN (/( of/IN simply/RB ""/JJ counter-attacking/JJ ""/NN )/) ./."
S2,you/PRP are/VBP losing/VBG your/PRP$ touch/NN ./.
