speaker,pos
S1,I/PRP think/VBP a/DT better/JJR comparison/NN is/VBZ Sodom/NNP ./.
S2,"These/DT are/VBP the/DT comments/NNS that/WDT make/VBP you/PRP a/DT homophobic/JJ bigot/NN ,/, not/RB your/PRP$ opposition/NN to/TO gay/VB marriage/NN ./."
S1,In/IN your/PRP$ mind/NN yes/NNS ./.
S1,When/WRB you/PRP have/VBP bath/VBN houses/NNS in/IN SF/NNP that/WDT have/VBP 100/CD men/NNS in/IN a/DT daisy/NN chain/NN performing/VBG unprotected/JJ sex/NN on/IN one/CD another/DT I/PRP would/MD make/VB the/DT comparison/NN to/TO Sodom/VB ./.
S1,"That/DT is/VBZ not/RB homophobic/JJ ,/, that/WDT is/VBZ a/DT fact/NN and/CC you/PRP should/MD condemn/VB it/PRP too/RB ./."
S2,"So/RB ,/, you/PRP have/VBP been/VBN there/RB to/TO see/VB this/DT I/PRP take/VBP it/PRP or/CC are/VBP you/PRP going/VBG on/IN rumors/NNS and/CC misinformation/NN ./."
S2,"Did/NNP you/PRP read/VB about/IN this/DT on/IN the/DT focus/NN on/IN family/NN website/NN ?/. Sorry/NNP ,/, I/PRP just/RB do/VBP not/RB believe/VB you/PRP ./."
S1,Go/VB to/TO Yahoo/NNP and/CC do/VB a/DT search/NN on/IN San/NNP Francisco/NNP Gay/NNP bath/NN houses/NNS if/IN you/PRP do/VBP not/RB believe/VB me/PRP ./.
S1,When/WRB the/DT AIDS/NNP first/RB came/VBD out/IN they/PRP were/VBD shut/VBN down/RP but/CC they/PRP are/VBP flourishing/VBG again/RB now/RB and/CC the/DT occupants/NNS have/VBP gone/VBN back/RB to/TO unprotected/JJ sex/NN ./.
S1,From/IN what/WP I/PRP have/VBP surmised/VBN you/PRP are/VBP gay/JJ ./.
S1,I/PRP am/VBP surprised/JJ you/PRP did/VBD not/RB know/VB that/IN ./.
S2,YOu/NN made/VBD a/DT very/RB specific/JJ claim/NN about/IN 100/CD men/NNS in/IN a/DT daisy/NN chain/NN having/VBG unprotected/VBN sex/NN ./.
S2,"It/PRP is/VBZ clear/JJ to/TO me/PRP that/IN post/NN was/VBD not/RB based/VBN in/IN fact/NN ,/, but/CC opinion/NN ./."
S2,"If/IN you/PRP do/VBP not/RB have/VB the/DT proof/NN of/IN the/DT claim/NN ,/, you/PRP should/MD not/RB make/VB it!/NN That/WDT is/VBZ what/WP makes/VBZ you/PRP a/DT homophobe/NN ./."
S2,You/PRP make/VBP claims/NNS about/IN gays/NNS without/IN knowing/VBG the/DT truth/NN ./.
S1,Why/WRB do/VBP you/PRP think/VB they/PRP closed/VBD the/DT bath/NN houses/NNS down/RP in/IN the/DT eighties/NNS ?/. ./.
S2,"This/DT ,/, at/IN last/JJ check/NN is/VBZ 2005/CD ,/, what/WP they/PRP did/VBD in/IN the/DT 80's/CD has/VBZ nothing/NN to/TO do/VB with/IN the/DT topic/NN at/IN hand/NN ,/, or/CC your/PRP$ comments/NNS ./."
S2,So/RB either/RB justify/VB your/PRP$ comments/NNS or/CC take/VB them/PRP back/RB and/CC admit/NN they/PRP were/VBD uncalled/VBN for/IN ./.
S1,Joe/NNP you/PRP need/VBP to/TO read/VB the/DT link/NN I/PRP cited/VBD in/IN a/DT post/NN in/IN this/DT thread/NN ./.
S1,Gays/NNS in/IN SF/NNP are/VBP trying/VBG to/TO get/VB the/DT bath/NN houses/NNS reopened/VBD ./.
