speaker,pos
S1,"You/PRP do/VBP know/VB that/IN the/DT gay/JJ marriage/NN debate/NN is/VBZ not/RB synonymous/JJ with/IN someone/NN condoning/VBG violence/NN against/IN gays/NNS ,/, right/RB ?/. I/PRP seriously/RB doubt/VB anyone/NN here/RB does/VBZ not/RB agree/VB with/IN you/PRP that/WDT gays/NNS should/MD not/RB experience/VB violence/NN and/CC name-calling/NN ,/, so/IN that/DT is/VBZ not/RB even/RB an/DT issue/NN on/IN the/DT table/NN here/RB ./."
S1,Disagree/NNP and/CC debate/NN those/DT who/WP believe/VBP gay/JJ marriage/NN is/VBZ wrong/JJ all/RB you/PRP want/VBP ./.
S1,"But/CC do/VBP not/RB dishonestly/RB use/IN arguments/NNS about/IN violence/NN ,/, because/IN no/DT one/NN here/RB has/VBZ argued/VBN for/IN that/DT ./."
S2,"I/PRP am/VBP sorry/JJ ,/, but/CC have/VBP you/PRP READ/NNP ARCHIE'S/NNP POSTS??/NNP ?/. He/PRP regularly/RB denigrates/VBZ gays/NNS with/IN a/DT variety/NN of/IN slurs/NNS ./."
S2,And/CC Palin/NNP never/RB asked/VBD for/IN somebody/NN to/TO threaten/VB Obama/NNP either/CC ./.
S2,But/CC her/PRP$ rhetoric/NN INFLAMED/NNP people/NNS to/TO extremes/VB that/DT are/VBP grotesque/JJ ./.
S1,Oh/UH please/NN ./.
S1,do/VB not/RB start/VB that/IN subjective/JJ canard/NN again/RB ./.
S1,"If/IN every/DT religious/JJ person/NN who/WP genuinely/RB disagreed/VBP with/IN gay/JJ marriage/NN because/IN of/IN their/PRP$ religion/NN added/VBD a/DT '/POS but-no-violence!/NN '/'' addendum/NN to/TO everytime/VB they/PRP weighed/VBD in/IN on/IN it/PRP ,/, do/VBP you/PRP think/VB anyone/NN actually/RB thinks/VBZ you/PRP would/MD be/VB satisfied/VBN ?/. Um/NN ./."
S1,no/DT ./.
S1,it/PRP is/VBZ funny/JJ how/WRB the/DT whole/JJ violence/NN thing/NN gets/VBZ used/VBN as/IN a/DT means-to-an-end/JJ tool/NN by/IN those/DT who/WP argue/VBP against/IN religious/JJ people/NNS on/IN this/DT ./.
S1,"Well/RB ,/, it/PRP would/MD be/VB funny/JJ if/IN it/PRP were/VBD not/RB sad/JJ to/TO some/DT extent/NN ./."
S1,People/NNS should/MD not/RB have/VB to/TO stop/VB standing/VBG up/RP for/IN their/PRP$ principles/NNS just/RB because/IN of/IN nutcases/NNS out/IN there/RB ./.
S2,If/IN the/DT shoe/NN fits/NNS ./.
S2,I/PRP am/VBP talking/VBG about/IN the/DT people/NNS who/WP proclaim/VBP abusive/JJ lies/NNS about/IN gays/NNS ./.
S2,People/NNS who/WP put/VBP out/RP junk/NN that/WDT makes/VBZ people/NNS feel/VB threatened/VBN by/IN gays/NNS ./.
S2,Telling/VBG people/NNS that/IN gay/JJ marriage/NN will/MD makes/VBZ their/PRP$ kids/NNS have/VBP to/TO be/VB taught/VBN about/IN gay/NN marriage/NN ?/. that/WDT is/VBZ a/DT threat/NN ./.
S2,Telling/VBG people/NNS that/IN gay/JJ marriage/NN will/MD require/VB churches/NNS to/TO have/VB to/TO perform/VB gay/NN marriages/NNS ?/. that/DT is/VBZ perceived/VBN as/IN a/DT threat/NN too/RB ./.
S2,I/PRP have/VBP no/DT doubt/NN that/IN SOME/NNP people/NNS can/MD discuss/VB the/DT subject/NN without/IN inciting/VBG ./.
S2,"But/CC on/IN the/DT Prop/NNP 8/CD battle/NN ,/, the/DT ads/NNS clearly/RB WERE/NNP inciteful/JJ ./."
S2,"Do/VBP you/PRP think/VB that/IN if/IN a/DT person/NN talks/NNS about/IN an/DT abortion/NN doctor/NN ""/NNP killing/VBG babies/NNS ""/NNP ,/, that/WDT does/VBZ not/RB push/VB somebody/NN to/TO think/VB about/IN claiming/VBG ""/JJ self-defense/JJ ""/NN or/CC ""/JJ defense/NN of/IN others/NNS ""/NNP ?/. How/NNP many/JJ people/NNS do/VBP you/PRP think/VB are/VBP out/IN there/RB that/DT have/VBP attacked/VBN a/DT gay/JJ person/NN that/WDT actually/RB had/VBD somebody/NN tell/VB them/PRP ""/VB I/PRP think/VBP you/PRP should/MD go/VB out/RP and/CC kill/VB a/DT gay/JJ person/NN ""/NNP ?/. it/PRP is/VBZ built/VBN up/RP toxicity/NN from/IN all/PDT the/DT anti-gay/JJ rhetoric/NN that/WDT reaches/VBZ a/DT boiling/NN point/NN ./."
S2,"When/WRB the/DT rhetoric/NN inflames/NNS ,/, it/PRP is/VBZ obvious/JJ where/WRB it/PRP starts/VBZ when/WRB somebody/NN gets/VBZ burned/VBN ./."
S2,Oh/UH ./.
S2,"And/CC can/MD I/PRP just/RB say/VBP that/IN while/IN I/PRP am/VBP impressed/JJ you/PRP did/VBD not/RB try/VB to/TO attack/VB me/PRP ,/, you/PRP are/VBP doing/VBG a/DT bad/JJ job/NN of/IN ignoring/VBG me/PRP ./."
S1,"Yeah/UH ,/, WHEN/WRB it/PRP fits/VBZ ./."
S1,Not/RB other/JJ contexts/NN ./.
S1,Jason/NNP did/VBD not/RB make/VB that/DT distinction/NN which/WDT is/VBZ why/WRB I/PRP took/VBD issue/NN with/IN him/PRP on/IN it/PRP ./.
S1,"I/PRP did/VBD not/RB say/VB I/PRP was/VBD going/VBG to/TO start/VB ignoring/VBG you/PRP ,/, Foundit/NNP ./."
